song_name,song_release,song_artist,listen_time
Two Is Better Than One,Love Drunk,Boys Like Girls featuring Taylor Swift,3
We Can't Rewind,Echo Park,Feeder,18
Say Uncle,Waking Hour,Vienna Teng,3
One Trust,Poison Kiss,The Last Goodnight,1
You're My Home**,Billy Joel - The Ultimate Collection,Billy Joel,1
Buck Rogers,Echo Park,Feeder,2
Whoever She Is,Can't Stop Won't Stop,The Maine,15
Mi Gong(OT: Let's start from here),Start From Here,Joanna Wang,1
Decade And One,Waking Hour,Vienna Teng,2
Over My Head (Cable Car),Hits For Kids Pop Party Volume 4,The Fray,5
All At Once,How To Save A Life,The Fray,5
Brand New Me,Coco - Summer Sessions,Colbie Caillat,4
I Never Told You,Breakthrough,Colbie Caillat,12
In Another Life,Inland Territory,Vienna Teng,4
Mission Street,Warm Strangers,Vienna Teng,4
Hey Daddy (Daddy's Home),Raymond v Raymond,Usher,2
Soon Love Soon,Waking Hour,Vienna Teng,3
Flicks,Details,Frou Frou,2
Bring Me To Life,Fallen,Evanescence,1
The Best Mistake I've Ever Made,Start From Here,Joanna Wang,1
Rather Be,Forth,The Verve,1
Shh,Details,Frou Frou,2
Electric Harmony,Bastards Of The Beat,The Damnwells,2
Circles,Bubbly,Colbie Caillat,4
Gravity,Little Voice,Sara Bareilles,19
The Little Things,Coco,Colbie Caillat,4
Monster (Album Version),Awake,Skillet,3
Capri,Coco,Colbie Caillat,4
Augustine,Inland Territory,Vienna Teng,2
Seven Days In The Sun,Echo Park,Feeder,12
Tell Him,Coco,Colbie Caillat,4
It Stops Today,Breakthrough,Colbie Caillat,5
Point To Prove,Theory of a Deadman [Special Edition],Theory Of A Deadman,2
St. Stephen's Cross,Inland Territory,Vienna Teng,5
New Divide (Album Version),Transformers: Revenge Of The Fallen The Album,Linkin Park,2
Canada,The End Is Here,Five Iron Frenzy,1
Realize,Realize,Colbie Caillat,6
Oxygen,Coco,Colbie Caillat,5
The Last Snowfall,Inland Territory,Vienna Teng,5
Green Island Serenade,Warm Strangers,Vienna Teng,3
Breathe In,Details,Frou Frou,1
Kansas,Inland Territory,Vienna Teng,4
Fearless,Breakthrough,Colbie Caillat,5
My Medea,Warm Strangers,Vienna Teng,2
Love Song,Little Voice,Sara Bareilles,14
Savin' Me,NOW (That's What I Call Music) 22,Nickelback,4
Stray Italian Greyhound,Inland Territory,Vienna Teng,3
Unwritten Letter No.1,Waking Hour,Vienna Teng,4
BedRock (Radio Edit) (feat.Lloyd),Now That's What I Call Music! 75,Young Money featuring Lloyd,1
Closer To Love,City Of Black & White,Mat Kearney,12
Butterfly,A Storm In Heaven,The Verve,1
Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,1
Take Your Mama,Scissor Sisters (Ecopac),Scissor Sisters,16
Runnin' Around,Breakthrough,Colbie Caillat,3
One Day I'll Fly Away,Loving You,Randy Crawford,1
Come On,Urban Hymns,The Verve,1
I'll Be Around,Bastards Of The Beat,The Damnwells,2
Blow Me Away,Halo 2 (Original Soundtrack And New Music) Volume 1,Breaking Benjamin,1
This Afternoon (Album Version),Dark Horse,Nickelback,1
Hear Me Out,Details,Frou Frou,2
Use Somebody,Use Somebody,Kings Of Leon,2
Turn Your Lights Down Low,Coco,Colbie Caillat,6
Feather Moon,Warm Strangers,Vienna Teng,6
Whatcha Say,Whatcha Say,Jason Derulo,2
Right Now (Cover Version),A Tribute To The Pussycat Dolls,Across The Universe,16
Replay (Album Version),Pure Urban Essentials 2010,Iyaz,1
Everybody Loves Me,Waking Up,OneRepublic,2
There And Back Again,Daughtry,Daughtry,1
Momentum,Waking Hour,Vienna Teng,3
Feelings Show,Coco,Colbie Caillat,5
Bubbly,Bubbly,Colbie Caillat,9
Shade,Swim,Feeder,2
Somethin' Special,Coco,Colbie Caillat,3
Insomnia,Insomnia,Feeder,21
One Sweet Love,Little Voice,Sara Bareilles,4
What Is Love (Club Mix),What Is Love,Haddaway,1
Rainbow,Breakthrough,Colbie Caillat,3
A Moment Like This,Spirit,Leona Lewis,17
The Dumbing Down Of Love,Details,Frou Frou,2
Just Like You,Three Days Grace (Deluxe Version),Three Days Grace,1
Trio-Sonata núm. 15 en sol major: I. Allegro moderato,Pla: Trio-Sonatas,Barcelona Constort,5
Lullabye For A Stormy Night,Waking Hour,Vienna Teng,3
The Tower,Waking Hour,Vienna Teng,4
Pictures Of You,Poison Kiss,The Last Goodnight,1
Maddening Shroud,Details,Frou Frou,1
My Hands,Echo,Leona Lewis,4
Shasta (Carrie's Song),Warm Strangers,Vienna Teng,4
Passage,Warm Strangers,Vienna Teng,3
