song_name,song_release,song_artist,listen_time
Little Man,EZ  - Essential Garage Collection,Sia,1
Sehr kosmisch,Musik von Harmonia,Harmonia,1
Hungry,When The Children Cry - Greatest Hits,White Lion,1
Teach Me How To Fight,Last Exit,Junior Boys,1
Hitched,Keep On Your Mean Side,The Kills,1
She Crawls Away (LP Version),Fairweather Johnson,Hootie And The Blowfish,1
Miss Sobriety (Album Version),Rotation,Cute Is What We Aim For,1
I Want You Back,Sweet Children O'Mine,Shione Yukawa,1
Freaks (Album Version),While You Were Out,Soul Asylum,1
Ruby_ Don't Take Your Love To Town,Wheels EP,Cake,1
We Can Work It Out,Five Man Acoustical Jam,Tesla,1
Destination Calabria,Ministry of Sound Presents The Singles Volume 2,Alex Gaudino Feat. Crystal Waters,1
It's Showtime! (Album Version),A Little Ain't Enough,David Lee Roth,1
Feels So Good (Remastered Single Version),The Best Of Both Worlds,Van Halen,1
Anybody Wanna Take Me Home,Rock N Roll,Ryan Adams,1
Demasiado Bueno,Te Seguiré,Edgar Oceransky,1
Palm Reader,Out Of The Vein,Third Eye Blind,1
Love And War (11/11/46) (Album Version),More Adventurous,Rilo Kiley,1
Make It Rain (Album Version),Champion,The Audition,1
Mädchen Und Rabauken,Fliegende Fische,Pohlmann.,1
Tell Me About Your Day,Mind How You Go,Skye,1
Twilight Galaxy,Fantasies,Metric,1
Money Straight (Explicit Album Version),The Real Testament [Deluxe],Plies,1
Carry Me In Your Dreams (Albania),Eurovision Song Contest 2009,Kejsi Tola,1
Boy Meets Girl,d-d-don't don't stop the beat,Junior Senior,2
The Devil,Pieces Of The People We Love,The Rapture,2
Rid Of Me,Rid Of Me,PJ Harvey,1
Forty Or Fifty,Pocket Full Of Kryptonite,Spin Doctors,1
We Share Our Mothers' Health (Album Version),Silent Shout,The Knife,1
A Certain Association,Last Exit,Junior Boys,1
How Much Love,Rev It Up!,Vixen,1
Complicated,Second First Impression,Daniel Bedingfield,1
Living In The Moment,Century Spring,Mason Jennings,1
Ain't Looking For Love,Big Ones,Loverboy,1
Scarecrows On A Killer Slant,Sisterworld,Liars,1
Crow Waltz,Hello Love,The Be Good Tanyas,1
A Man/Me/Then Jim (Album Version),More Adventurous,Rilo Kiley,1
Drive Away,The All American Rejects,The All-American Rejects,1
Urusan Seri Paduka Baginda,Urusan Seri Paduka Baginda,Butterfingers,1
Unpredictable,Noise From The Basement,Skye Sweetnam,1
Hazy Shade Of Winter,We Are The 80's,Bangles,1
Freak Train,Childish Prodigy,Kurt Vile,2
Superstition,Keep On Your Mean Side,The Kills,1
Jump (For My Love),Get The Party Started: Essential Pop and Dance Anthems,The Pointer Sisters,1
Lewis Takes Off His Shirt,Heartland,Owen Pallett,1
Morning Song,Family,Le Loup,1
Get Down Tonight,Very Best Of,KC And The Sunshine Band,1
Monster Love (Live Acoustic Version),Caravan Girl (EP),Goldfrapp,1
Bang Bang (Balls Of Fire) (LP Version),Midnite Dynamite,Kix,1
Everlasting Love,Hits Of The 60's,Love Affair,1
Freedumb,Freedump,Suicidal Tendencies,1
On Bended Knee,End Of The Road Hit Pac,Boyz II Men,1
Keli Richards,New Miserable Experience,Gin Blossoms,1
Suburban Knights [DJ Wrongtom's Delight],Suburban Knights,Hard-FI,1
Girl U Want (Live),Q: Are We Not Men?  A: We Are Devo / Devo Live,Devo,1
Someone's Missing,Congratulations,MGMT,1
The Fever,From The Carpet,The Academy Is...,1
Down Fo' Boogie,Five Man Acoustical Jam,Tesla,1
Smile,Smile,Telepopmusik,1
Lay It Down (2007 Remastered),Tell The World: The Very Best Of Ratt,Ratt,1
Innocent When You Dream (78),Franks Wild Years,Tom Waits,1
Black Mission Goggles,Six Demon Bag,Man Man,1
Right Brigade,Live at CBGB 1982,Bad Brains,1
Don't Be On With Her,Bravado (Ep),Miami Horror,1
Nanny Nanny Boo Boo,This Island,Le Tigre,1
Listen To Your Body Tonight,Partie Traumatic,Black Kids,1
Tied Up Too Tight (Album Version),Stars Of CCTV,Hard-FI,4
Who Am I,Tim's Bio,Timbaland & Magoo,1
Mrs Thompson,Always Where I Need To Be,The Kooks,1
Lost,One Of The Boys,Katy Perry,1
Tired Of Being Sorry,Insomniac,Enrique Iglesias,1
Signs,Gold,Tesla,1
All Men Are Liars,Quiet Please... The New Best Of Nick Lowe,Nick Lowe,18
Bulletproof,Bulletproof,La Roux,6
Live And Let Die,Use Your Illusion,Guns N' Roses,5
FM,So This Is Goodbye,Junior Boys,1
Irreplaceable,Irreplaceable,Beyoncé,1
Beautiful Friday,Damned If I Don't,Andru Donalds,1
Talk Me Out Of Tampa,III,Joe Nichols,1
Don't Leave,Insomnia - The Best Of,Faithless,1
Black Stacey,Saul Williams,Saul Williams,1
In Liverpool,RetroSpective: The Best Of Suzanne Vega,Suzanne Vega,1
Sometimes (Hook N Sling Remix),Sometimes (Remixed),Miami Horror,1
Heaven Must Be Missing An Angel,Capitol Gold: The Best Of Tavares,Tavares,3
Feltham Is Singing Out (Album Version),Stars Of CCTV,Hard-FI,2
Proper Education,Ministry of Sound Presents The Singles Volume 2,Eric Prydz vs Floyd,1
Breathin Out,Constant Hitmaker,Kurt Vile,1
Whistle For Will,Made In The Dark,Hot Chip,1
Again Again,The Fame Monster,Lady GaGa,1
Darkness,Blue,Third Eye Blind,1
Back Porch,Pure Frosting,The Presidents of the United States of America,1
I Heard Love Is Blind,Frank,Amy Winehouse,1
Lookin' Out My Back Door,The Singles Collection,Creedence Clearwater Revival,1
All I Have (Album Version),Hook Me Up,The Veronicas,1
Do You Wanna Dance,Let's Have A Rock 'N' Roll Party - 36 Rockin' Greats,Bobby Freeman,1
Goodnight Bad Morning,Midnight Boom,The Kills,1
Get Innocuous!,Sound Of Silver,LCD Soundsystem,1
Black And White,Best Of The IRS Years,The dB's,1
Love Alive,Greatest Hits,Heart,1
This Island,This Island,Le Tigre,1
A Boy Like Me,Children Of Mu,Patrick Wolf,1
What Do I Get (John Peel Show 7th Sep 1977),Another Music In A Different Kitchen (Special Edition),Buzzcocks,1
We Want War,Hidden,These New Puritans,1
Shoot It (Album Version),A Little Ain't Enough,David Lee Roth,1
Addicted,Back To Black,Amy Winehouse,1
Go East,Family,Le Loup,1
Never Gonna Fly,The World We Live In,Radney Foster,1
White Heat,Ignition,John Waite,5
My Love For You Is Real,Easy Tiger,Ryan Adams,1
C'Mon,d-d-don't don't stop the beat,Junior Senior,1
In the Musicals,Selma Songs,Björk,1
Frases Mudas,El Abrazo Del Erizo,Mikel Erentxun,1
Pull,Nico,Blind Melon,1
One Way Ticket [Radio Edit],One Way Ticket,The Darkness,1
Fallen Hero,Rev It Up!,Vixen,1
Sometimes,Sometimes,Miami Horror,1
I Believed You,The Best Of Racey,Racey,1
That's That,Dropping The Writ,Cass McCombs,1
The Runner,Because Of The Times,Kings Of Leon,1
If I Never See Your Face Again,Call And Response: The Remix Album,Maroon 5 / Cross,1
We Don't Stop (Explicit),My Balls And My Word (Explicit),Young Bleed,1
In Person,Doll Domination 3.0,The Pussycat Dolls,1
Jam 4 U,Whut? The Album,Redman,1
Your Pleasure_ My Pain,Brood Of Vipers,Seventh Star,1
Touch Too Much,Made In The Dark,Hot Chip,1
Don't Dance,Made In The Dark,Hot Chip,1
One By One,Two,The Calling,1
Horses,Chinatown,The Be Good Tanyas,1
Shadow Rider,Ready To Strike,King Kobra,1
Pump Action Paddy,Holloway Boulevard,The Popes,1
Shake A Tail Feather,Chicken Little Original Soundtrack (English Version),The Cheetah Girls,1
On The Verge,This Island,Le Tigre,1
Q-Ball,Season Of Da Siccness,Brotha Lynch Hung,1
Sharada,Noise From The Basement,Skye Sweetnam,1
Only This Moment (Röyksopps Forsiktige Massasje),Only This Moment,Röyksopp,1
Galang,Arular,M.I.A.,1
Retirement,Yours Truly_ Angry Mob,Kaiser Chiefs,1
The Way,Second First Impression,Daniel Bedingfield,1
Sing It Back,Complete Chillout,Moloko,1
Lady (Hear Me Tonight),Modjo,Modjo,3
Wrestlers,Made In The Dark,Hot Chip,1
Red-Split,Early Violence,Psychic Ills,5
Spaceman,Spaceman,The Killers,1
Tiger Bomb,Freaked Out And Small,The Presidents of the United States of America,1
Amory,Cavalier,Tom Brosseau,2
Neuromancer,Cyberpunk,Billy Idol,1
Ambling Alp (Memory Tapes Remix),Ambling Alp,Yeasayer,5
The Stomp,Barely Legal,The Hives,1
Kiss My Sass [feat. Travis McCoy of Gym Class Heroes] (Album Version),¡Viva La Cobra!,Cobra Starship,1
Helen Of Troy,Immolate Yourself,Telefon Tel Aviv,1
First Gear,Pieces Of The People We Love,The Rapture,1
I Shall Overcome (Album Version),Once Upon A Time In The West,Hard-FI,1
The Vanishing,Heart,Stars,1
The Only Difference Between Martyrdom and Suicide Is Press Coverage (Tommie Sunshine Brooklyn Fire Remix),Snakes On A Plane [OST],Panic! At The Disco,1
On The Road,Jazz Profile: Art Pepper,Art Pepper,1
No Good 4 You,Look Inside,Cherise,1
Shortwave,Love Everybody,The Presidents of the United States of America,2
This Is Your Life,Day & Age,The Killers,1
Bubble Toes,Brushfire Fairytales,Jack Johnson,1
Childhood Remembered,Embracing The Wind,Kevin Kern,5
Smothered (Album Version),Self-Destructive Pattern,Spineshank,1
Street Flash,Water Curses,Animal Collective,1
You're Not Alone,Massive R&B Spring 2010,Tinchy Stryder,1
Revelry,Only By The Night,Kings Of Leon,1
Teenage Crush,50 Rock 'N' Roll Worlwide Number Ones,Tommy Sands,5
Little Of Your Time,It Won't Be Soon Before Long,Maroon 5,1
Zero,Lamb,Lamb,1
Disco Queen,Hot Chocolate - The Essential Collection,Hot Chocolate,1
Mount Nebo (For Every Heart Album Version),For Every Heart,Twila Paris,1
Bellevue,Bravado (Ep),Miami Horror,1
I'm Sleeping In A Submarine,EP,Arcade Fire,5
The Bottom Line (Album Version),Skyscraper,David Lee Roth,1
Don't Know What You Got (Till It's Gone),True Rock (3 CD Set),Cinderella,1
Fireworks,New Miserable Experience,Gin Blossoms,1
Bette Davis Eyes,This Is... 1981,Kim Carnes,5
Do You Remember,. . . XYZ,Moose,5
Hey Sexy Lady,Lucky Day,Shaggy / Brian & Tony Gold,1
Nitpickin',Unfinished Business,Danny Gatton,5
Better Do Better [Album Version],Stars Of CCTV,Hard-FI,1
Fools That Dream,The World We Live In,Radney Foster,1
Rocket,Rocket,Goldfrapp,1
Disenchanted,Smash Mouth,Smash Mouth,1
Stars Of CCTV (Album Version),Stars Of CCTV,Hard-FI,1
Toes Across The Floor,Soup,Blind Melon,1
Boy Who Stopped The World_ The  (Lackluster Album Version),Lackluster,Aaron Sprinkle,10
Southtown (2006 Remastered LP Version),Greatest Hits [The Atlantic Years],P.O.D.,1
Epilogue,Amnesia,Asia 2001,1
If Looks Could Kill,Let's Get Out Of This Country,Camera Obscura,1
Girls_ Girls_ Girls,Colour Collection,Mötley Crüe,1
Para ti serìa,Una parte de mí,Nek,1
Read My Lips,Liberty,Duran Duran,1
Not In Love,Crystal Castles ( II ),Crystal Castles,1
Sexy American Girls,Jagged Edge,Jagged Edge featuring Big Duke of Boyz N Da Hood,1
Living In Sin,New Jersey: Special Edition,Bon Jovi,1
Escúchame,Grandes Éxitos: Mari Trini,Mari Trini,1
Dreams-Come-True-Girl,Dreams-Come-True-Girl,Cass McCombs feat. Karen Black,2
Wilt,Soup,Blind Melon,1
I Believe In A Thing Called Love,The Platinum Collection,The Darkness,2
Half Mast,Walking On A Dream (Special Edition),Empire Of The Sun,1
Charming Dxm,Perverted And Proud,Belladonnakillz,1
There will be a happy meeting in Glory,Joseph Spence: The Complete Folkways Recordings_ 1958,Joseph Spence,5
Your Star,The All American Rejects,The All-American Rejects,1
Ain't Misbehavin,Summertime,Sam Cooke,1
Brand New Key,Beautiful People: The Greatest Hits of Melanie,Melanie,1
Product Man,One Man Band Man,Swizz Beatz,1
Cash Machine,Cash Machine,Hard-FI,1
Chicks and Dicks,Move Your Feet,Junior Senior,2
Kid,Last Days At The Lodge,Amos Lee,2
I Need A Life,Red_ Yellow & Blue,Born Ruffians,1
What's Your Name,This Is How I Feel,Future Loop Foundation,1
Comeback,Live at Austin City Limits Music Festival 2006: Stars,Stars,1
Going For Adds,First Descent - The Story Of The Snowboarding Revolution (OST),Moving Units,1
Unnecessary Trouble (Album Version),Stars Of CCTV,Hard-FI,2
Fake French,Prime,Le Tigre,1
Do What You Wanna Do,Something For The Weekend,T-Connection,1
Song For Dan Treacy,Congratulations,MGMT,1
Alala (Album),Cansei De Ser Sexy,CSS,1
War,The Stars and Suns Sessions,Chikita Violenta,1
From Off To On,Silent Shout,The Knife,1
Eureka - I've Found Love,Once More Into The Breeches,The Upper Crust,5
Age Of Consent,Power_ Corruption & Lies,New Order,2
Wild Child,Brigade,Heart,1
You Don't Know Me (featuring Regina Spektor),Way To Normal,Ben Folds,1
Five Vicodin Chased With A Shot Of Clarity (Album Version),The Curse,Atreyu,1
It Wasn't Me,Club R&B,Shaggy / Ricardo Ducent,1
Angelfuck,Legacy Of Brutality,The Misfits,1
Big Tall Man,Whitechocolatespaceegg,Liz Phair,1
Mayday!!!,Let's Hang The Landlord / MayDay,Flobots,1
It's Oh So Quiet,Post Live,Björk,1
Sea Lion,A Healthy Distrust,Sage Francis,1
Just Got To Be,Magic Potion,The Black Keys,1
Funky Child (Explicit),Here Come the Lords,Lords Of The Underground,1
Crashing Down (Album Version),While You Were Out,Soul Asylum,1
Goodbye_ Apathy,Dreaming Out Loud,OneRepublic,1
I'll Make Love To You,The Best Of Boyz II Men 20th Century Masters The Millennium Collection,Boyz II Men,1
Burden In My Hand,Down On The Upside,Soundgarden,7
Shake Your Groove Thing,The Best Disco In Town,Peaches & Herb,4
Car Wash,Party Triple Set,Rose Royce,5
Change,Blind Melon,Blind Melon,1
Mountains,Mountains,Biffy Clyro,1
Never As Tired As When I'm Waking Up,LCD Soundsystem,LCD Soundsystem,1
Too Sick To Pray,To Willie,Phosphorescent,1
Only One (Live) (Sessions@AOL),Only One (Live),Yellowcard,5
Secret Love,Get Your Number / Shake It Off,Mariah Carey,5
Last Night A DJ Saved My Life,Last Night A DJ Saved My Life,Seamus Haji / KayJay,1
Noc...,Dzien I Noc,Justyna Steczkowska,1
Can't Get Along [Without You] (Album Version),Once Upon A Time In The West,Hard-FI,1
To Talk To You,White Chalk,PJ Harvey,1
Sunrise,All Hour Cymbals,Yeasayer,1
Something About Your Love,In The Ever,Mason Jennings,1
Thinking Out Loud,Fisherman's Woman,Emiliana Torrini,1
American Dream,Vixen,Vixen,1
