song_name,song_release,song_artist,listen_time
Holdin' On Together,Alphabetical,Phoenix,1
Cover My Eyes,La Roux,La Roux,3
The Rose Captain,Leaves in the River,Sea Wolf,1
That Ain't My Truck,A Thousand Memories,Rhett Akins,1
The Devil,Pieces Of The People We Love,The Rapture,1
Jique,Talk To La Bomb,Brazilian Girls,2
Untrust us,Crystal Castles,Crystal Castles,2
Mushaboom,Cool - Chillout,Feist,1
Love Is All,Echoes,The Rapture,1
Heartbeats,Just Great Love Songs,José Gonzalez,1
Talamak,Causers Of This,Toro Y Moi,1
Hide Me,Hide Me,The Golden Filter,5
That Home,Ma Fleur,The Cinematic Orchestra,1
Allt gör mindre ont sen,Lev som en gris dö som en hund,Markus Krunegård,1
Complexity Reducer,Into The Plateau,Delorean,3
End At The Beginning,Asobi Seksu,Asobi Seksu,1
Black Leaf Falls (Album),Leaves In The River,Sea Wolf,1
Mother Knows Best,Celestica,Crystal Castles,1
Evil Thing,Scream,Melody Club,1
Thieves Like Us,Singles,New Order,1
Cycling Trivialities,Cycling Trivialities (Radio Edit),Jose Gonzalez,1
Common Threads,Medicine Music,Bobby McFerrin,1
Liebe Zu Dritt,Party Anticonformiste,Stereo Total,2
Xehasmeni Melodia,14 Megala Tragoudia - Onar,Onar,12
Endless Summer,24 Carat Gold,Scooter,1
The Season,Visiter,The Dodos,2
Cosmic Dancer,Classic T Rex,T. Rex,10
The Cold_ The Dark & The Silence (Album),Leaves In The River,Sea Wolf,13
Primitive Man (Album),The Ruminant Band,Fruit Bats,14
Anonymous,Ultimate R&B 2007,Bobby Valentino / Timbaland,4
Moon Baby,Godsmack,Godsmack,1
Men,Red And Purple,The Dodos,2
Eyelids,Visiter,The Dodos,1
Bubbles They Bounce,Ready For The Floor,Hot Chip,1
On Repeat,LCD Soundsystem,LCD Soundsystem,2
Crying,Dear Science_,TV On The Radio,1
Viva La White Girl (Album Version),As Cruel As School Children,Gym Class Heroes,1
Lay Lady Lay,Dylan Mania,Magnet,2
Heard It On The Radio,Interpreting the Masters Volume 1: A Tribute to Daryl Hall and John Oates,the bird and the bee,1
Reflections Are Protection,La Roux,La Roux,3
Breathin Out,Constant Hitmaker,Kurt Vile,1
Ocean Of Noise,Neon Bible,Arcade Fire,1
Alley Cats,One Life Stand,Hot Chip,1
1958,Konfusion,Skalpel,1
For All You Happy People,What We Must,Jaga Jazzist,1
There Goes The Fear,The Last Broadcast,Doves,1
Run,Technique,New Order,1
New York_ 1955,New York_ 1955,Rainer Maria,1
Middle Distance Runner (Album),Leaves In The River,Sea Wolf,1
Another Day,The Stix,Jaga Jazzist,1
Get Innocuous!,Sound Of Silver,LCD Soundsystem,1
Confirmation,Gemini,Wild Nothing,1
Idiot Boyfriend,The Bathroom Wall,Jimmy Fallon,1
The Ride,Real Life,Joan As Police Woman,1
One Hundred Million Years,Hold Time,M Ward,1
Go To Sleep,Hail To The Thief,Radiohead,1
What Have You Done For Me Lately,High and Outside,Steve Goodman,3
Private Eyes,Interpreting the Masters Volume 1: A Tribute to Daryl Hall and John Oates,the bird and the bee,1
Misery Is A Butterfly,Misery Is A Butterfly,Blonde Redhead,1
Neutral Ground,Leaves in the River,Sea Wolf,1
We're No Here,Mr. Beast,Mogwai,1
New In Town [Fred Falke Remix] (Remix),New In Town Remix EP,Little Boots,1
Spin Spin Sugar,Spin Spin Sugar,Sneaker Pimps,5
Great Release,LCD Soundsystem,LCD Soundsystem,3
Crimewave (Crystal Castles vs Health),Crystal Castles,Crystal Castles,3
Winter,Visiter,The Dodos,2
Fisher Of Men,Hold Time,M Ward,1
It's That Time Again,Visiter,The Dodos,2
Cape Cod Kwassa Kwassa (Album),Vampire Weekend,Vampire Weekend,1
To Build A Home,Ma Fleur,The Cinematic Orchestra,9
Park Song,Visiter,The Dodos,2
Magicman,One Offs Remixes And B Sides,Bonobo,1
Wooden Toy,Konfusion,Skalpel,1
You Hid,Causers Of This,Toro Y Moi,1
Take It Off (Album Version),Spend The Night,The Donnas,1
Touch Too Much,Made In The Dark,Hot Chip,2
World (Perfecto Mix),The Rest Of New Order,New Order,1
Simple Graces,Subiza,Delorean,1
Down For So Long,Pieces Of The People We Love,The Rapture,1
The Bunker,The Gulag Orkestar,Beirut,2
God?,Visiter,The Dodos,2
Real Love,Subiza,Delorean,4
The Melody Of A Fallen Tree,Marie Antoinette (Original Motion Picture Soundtrack),Windsor For The Derby,1
Fire Wire,Godskitchen Pure Trance Classics,Cosmic Gate,2
Song for Myla Goldberg,Her Majesty The Decemberists,The Decemberists,9
Then He Kissed Me,Stay Awake 7,Asobi Seksu,1
Beyond The Beyond (Instrumental),The Third Hand Instrumental Version,RJD2,1
Movement,LCD Soundsystem,LCD Soundsystem,1
Just,Version (Digital Edition),Mark Ronson feat. Phantom Planet,1
Thanks Vision,Causers Of This,Toro Y Moi,1
Ready For The Floor (Album Version),Best Of The Bands,Hot Chip,1
Winter Windows,Leaves in the River,Sea Wolf,3
Blakes View,Hold Time,M Ward,1
Vanished,Vanished,Crystal Castles,1
Black Dirt (Album),Leaves In The River,Sea Wolf,2
First Gear,Pieces Of The People We Love,The Rapture,1
Sister Saviour,Sister Saviour,The Rapture,1
Causers Of This,Causers Of This,Toro Y Moi,1
Leaves In The River,Leaves in the River,Sea Wolf,1
Harpoon Fever (Queequeg's Playhouse),Rabbit Habits,Man Man,1
The Garden You Planted,Get To The River Before It Runs Too Low,Sea Wolf,1
Papa Dee (LP Version),Beat Street,Rick Braun,1
Mansard Roof (Album),Vampire Weekend,Vampire Weekend,4
All I Need,Ministry of Sound Presents Chilled II 1991-2009,Air,1
Low Shoulders,Causers Of This,Toro Y Moi,1
Smothered (Album Version),Self-Destructive Pattern,Spineshank,1
Do You Wanna Dance,For Your Pleasure,Walter Beasley,1
Ice Cream,Guns Babes Lemonade,Muscles,1
Driving Sideways,Bachelor No. 2,Aimee Mann,1
Seaweed,Konfusion,Skalpel,1
Killing For Love,In Our Nature Remixes EP,José González,1
Window Blues,Youth Novels,Lykke Li,1
We'll Always Be Home,Dead Skin / Dried Blood,Attica! Attica!,12
Fascination,La Roux,La Roux,2
Open Up Your Heart,NY-LON,The Rapture,1
Minors,Causers Of This,Toro Y Moi,1
Rules Of The Game,Talk To La Bomb,Brazilian Girls,4
Run Run Run,It's Never Been Like That / Alphabetical,Phoenix,1
Fax Shadow,Causers Of This,Toro Y Moi,1
Bad Luck,Coming On Strong,Hot Chip,1
Let It Fall,Youth Novels,Lykke Li,1
Fools,Visiter,The Dodos,1
In My Arms,Eyes Open,Snow Patrol,1
If Looks Could Kill,Let's Get Out Of This Country,Camera Obscura,2
Against The Tide,Lesser Matters,The Radio Dept.,1
Tristesse/Joie,Pop Up - De Luxe,Yelle,1
North American Scum,North American Scum,LCD Soundsystem,1
Being Bad Feels Pretty Good,You Have No Idea What You're Getting Yourself Into,Does It Offend You_ Yeah?,4
July Jones,Electric Version,The New Pornographers,1
Sirènes de la Fête,Brazilian Girls,Brazilian Girls,4
Lissoms,Causers Of This,Toro Y Moi,1
Encontros E Despedidas,Maria Rita,Maria Rita,2
Congratulations,It's Never Been Like That / Alphabetical,Phoenix,1
Blessa,Causers Of This,Toro Y Moi,2
Skin Is_ My,Live at Austin City Limits Music Festival 2007: Andrew Bird,Andrew Bird,5
Olana (LP Version),Burning The Daze,MARC COHN,1
Sine Language,Divided By Night,The Crystal Method featuring LMFAO,1
Ceremony,Substance,New Order,4
Ticket To Heaven,Away From The Sun,3 Doors Down,1
Streets On Fire (Explicit Album Version),Lupe Fiasco's The Cool,Lupe Fiasco,1
No Children,Tallahassee,Mountain Goats,5
Get Yo Money Right,On Da Clock Since Day One,Killa Kyleon & Yung Scrappa,1
Age Of Consent,Power_ Corruption & Lies,New Order,3
Konfusion,Konfusion,Skalpel,2
Freak Love,Causers Of This,Toro Y Moi,1
I'm Good_ I'm Gone,I'm Good_ I'm Gone,Lykke Li,1
All My Friends,All My Friends,LCD Soundsystem,4
Y Me Enamore,Coleccion Suprema Plus- Los Baron De Apodaca,Los Barón De Apodaca,2
Song For The Dead,Leaves in the River,Sea Wolf,1
Soon,Transatlantic KK,Delorean,1
Aerial Bright Dark Round,The Stix,Jaga Jazzist,1
Undeclared,Visiter,The Dodos,3
The Warning,The Warning,Hot Chip,1
In Our Nature,In Our Nature,José González,1
Oh_ La,The Rhumb Line,Ra Ra Riot,1
Shoulders & Arms,A Lesson In Crime,Tokyo Police Club,1
Never As Tired As When I'm Waking Up,LCD Soundsystem,LCD Soundsystem,1
Hands Open,Eyes Open,Snow Patrol,1
Auntie's Harp,Los Angeles,Flying Lotus,1
Boys Don't Cry,Starter For 10: Original Motion Picture Soundtrack [International],The Cure,1
No Name,Transatlantic KK,Delorean,1
Jody,Visiter,The Dodos,2
Ce Jeu,Pop Up - De Luxe,Yelle,3
Shut Your Eyes,Eyes Open,Snow Patrol,1
Good Time,Crystal Castles,Crystal Castles,1
Run My Mouth,The Rhumb Line,Ra Ra Riot,1
Humans Being (Album Version),Music From The Motion Picture Twister-The Dark Side Of Nature,Van Halen,1
As time breaks off,Into the Plateau,Delorean,18
My Generation,Horses,Patti Smith,1
