song_name,song_release,song_artist,listen_time
Rule Of Thumb (Album Version),Still Warm,John Scofield,3
Imparfait,Le Coeur Dans La Tête,Ariane Moffatt,1
None Shall Pass (Main),None Shall Pass - Single,Aesop Rock,12
Reign,The Greatest,UNKLE,1
American X,Baby 81,Black Rebel Motorcycle Club,2
Four Ton Mantis,One Offs Remixes And B Sides,Amon Tobin,1
Jump Start,Professional Dreamer,David Benoit,2
Older Gods,Wu: The Story Of The Wu-Tang Clan,Wu-Tang Clan,7
Mirando a Las Muchachas,Méjico Máxico,Mexican Institute of Sound,1
Ddiamondd,Mirrored,Battles,1
Biko,Intimacy,Bloc Party,1
Open Water,Live At The House Of Blues,Thrice,1
Hollywood (Album Version),Weekend Songs,Marina And The Diamonds,1
Carnivores Unite,Music By Cavelight,Blockhead,2
Young Adult Friction,Young Adult Friction,The Pains Of Being Pure At Heart,1
Amour Du Sol,Pop Up - De Luxe,Yelle,1
Live To Tell The Tale,Nemo,Nightwish,1
Sympathy,One Beat,Sleater-kinney,1
Spectacular Views,The Execution Of All Things,Rilo Kiley,2
Cataracts,Armchair Apocrypha,Andrew Bird,1
Building Steam With A Grain Of Salt,Endtroducing.....,DJ Shadow,2
Falling Man,Misery Is A Butterfly,Blonde Redhead,1
P.N.C. (LP Version),Dah Shinin',Smif-n-Wessun,1
Thank You (Fallettinme Be Mice Elf Agin),Live and Intermittent,Magazine,1
What's In It For?,Avi Buffalo,Avi Buffalo,1
Stick to your guns,Voice of America,The Quakes,2
Metal Heart,Jukebox,Cat Power,1
Float On,Float On,Modest Mouse,1
You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,6
The Unforgiven III,Death Magnetic,Metallica,2
Call For Advice,The First Crusade,Jakobinarina,1
When You Sleep,Loveless,My Bloody Valentine,1
My First Kiss (Feat. Ke$ha) [Album Version],My First Kiss,3OH!3,5
Frases Mudas,El Abrazo Del Erizo,Mikel Erentxun,2
Armchairs,Armchair Apocrypha,Andrew Bird,1
How It Ends (Album version),How It Ends,Devotchka,1
The Way We Get By,Music From The Motion Picture Stranger Than Fiction,Spoon,1
Everyplace Is a House,Tree_ Swallows_ Houses,Maps & Atlases,1
Contact High,The Scattering,Cutting Crew,1
Owls,My friends all died in a plane crash,Cocoon,1
Sweet Scented Figure,Passing Stranger,Scott Matthews,1
Stormy Monday,Live At The Atlanta International Pop Festival July 3 & 5_ 1970,The Allman Brothers Band,1
Elegia,100 Chillout Classics,New Order,1
Horribles gens,Lever l'ancre,Alfa Rococo,1
Walking On Water,Bruce Almighty,John Debney,1
Beat The Devil's Tattoo,Beat The Devils Tattoo,Black Rebel Motorcycle Club,1
Aghia Sophia (2008 Digital Remaster),Epica Etica Etnica Pathos (2008 Remastered Edition),CCCP - Fedeli Alla Linea,1
Take Me Out Riding,The Old Days Feeling,Mirah,1
Three Hopeful Thoughts,The Execution Of All Things,Rilo Kiley,1
Aux Héros De La Voltige,Aux Héros De La Voltige,Jacques Higelin,2
I Want You,Finding Forever,Common,1
Swing Tree,LP,Discovery,1
Heretics,Heretics,Andrew Bird,3
Memories (Album Version),Marvelous Things,Eisley,6
Tape Song,Midnight Boom,The Kills,2
Insomniac Olympics,Music By Cavelight,Blockhead,1
40 Days,Never Lose That Feeling_ Vol. 3,Hearts of Black Science,1
Littlest Things (Live At The Astoria),Littlest Things,Lily Allen,7
You've got Maelstrom,Music By Cavelight,Blockhead,2
The Poet Is Rapist,Rebel Yellow,Cecil Otter,1
The Christmas Song  (LP Version),Songs You Know - Christmas Soul Classics,King Curtis,1
Destructo Spin (Album Version),The Silent Circus,Between The Buried And Me,1
The Supine,Armchair Apocrypha,Andrew Bird,1
Montréal,Le Coeur Dans La Tête,Ariane Moffatt,1
Dreamworld (Album Version),Under The Blacklight,Rilo Kiley,1
Oh No! (album version),The Family Jewels,Marina And The Diamonds,2
Spanish Sahara,Total Life Forever,Foals,1
Home,Up From Below,Edward Sharpe & The Magnetic Zeros,5
Marvelous Things (Album Version),Marvelous Things,Eisley,1
Streetwalker,Ode To Sunshine,Delta Spirit,1
Tristesse/Joie,Pop Up - De Luxe,Yelle,1
In The Cold I'm Standing,Before The Dawn Heals Us,M83,6
Sadeness (Part I) (Meditation Mix),Sadeness - Part i,Enigma,1
Dreams-Come-True-Girl,Dreams-Come-True-Girl,Cass McCombs feat. Karen Black,1
Not Falling Apart,It Won't Be Soon Before Long,Maroon 5,1
Nin'al Be'Mabato (Locked in His Gaze),Within My Walls,The Idan Raichel Project feat. Shai Tsabari,1
Phantom Limb (Album),Wincing The Night Away,The Shins,1
The Good That Won't Come Out,The Execution Of All Things,Rilo Kiley,1
The Outsider (album version),The Family Jewels,Marina And The Diamonds,1
Para No Vivir Desesperado,Piñata,Mexican Institute of Sound,3
Maybe I'm Amazed/Highlands Part II (Interlude),Blessed Burden,Carleen Anderson,5
Women Lose Weight (Feat: Slick Rick),Charango,Morcheeba,1
This Orient,This Orient,Foals,1
Electric Feel,Live Lounge 4,Katy Perry,1
Road To Nowhere (Remastered LP Version ),The Best Of Talking Heads,Talking Heads,1
Anthem,Gus Gus vs. T-World,Gus Gus,1
Freeze,Exit,K-OS,3
With All Of My Heart (Key-C Premiere Performance Plus),With All Of My Heart (Premiere Performance Plus Track),Zoegirl,1
Underwater World,Movin' Melodies,ATB,7
Dear Miami,Overpowered,Róisín Murphy,1
Under The Sheets,Under The Sheets,Ellie Goulding,5
I Never (Album Version),More Adventurous,Rilo Kiley,1
These Walls Are Thin (Album Version),Union,The Boxer Rebellion,1
Girls (album version),The Family Jewels,Marina And The Diamonds,1
You Don't Know Me (featuring Regina Spektor),Way To Normal,Ben Folds,1
Call U Sexy,Call U Sexy,VS,1
You Know Me Better (Album Version),You Know Me Better (EP3),Róisín Murphy,1
Die For The Government,P.E.A.C.E / War,Anti-Flag,1
Sea King (Album Version),Marvelous Things,Eisley,6
Those Dancing Days,Those Dancing Days,Those Dancing Days,1
A Girl Like You,Temptation: Music From The Showtime Series Californication,Mexican Institute of Sound,2
Down Beast,Rebel Yellow,Cecil Otter,1
Harmony,La Mia Vita Violenta,Blonde Redhead,1
Inmates (Album Version),Album Of The Year,The Good Life,1
Underdog (In The Style of 'You Me At Six') [No Backing Vocals],Ace Karaoke Pop Hits - Volume 46,Ace Karaoke Productions,2
Dark Matter,Armchair Apocrypha,Andrew Bird,1
Revenge of the Lot Lizard,Lovethief,Lunic,2
Mal Poli,Pop Up - De Luxe,Yelle,5
Capturing Moods,The Execution Of All Things,Rilo Kiley,1
Vultures,My Friends All Died In A Plane Crash (Collector Edition),Cocoon,1
Scythian Empires,Armchair Apocrypha,Andrew Bird,1
Wait For The Wintertime,All Hour Cymbals,Yeasayer,1
Hermit The Frog (album version),The Family Jewels,Marina And The Diamonds,1
Look What The Cat Dragged In,SEVEN DAYS LIVE,Poison,1
After Glow,Total Life Forever,Foals,1
Guilty (album version),The Family Jewels,Marina And The Diamonds,1
Seventeen,The Crown Jewels EP,Marina And The Diamonds,1
Hold On,The Bang Gang Deejays 'D Is For Disco_ E Is For Dancing',Holy Ghost,1
