song1,song2,similarity,Cal_artist,Cal_user,Cal_final
Nothing from Nothing,Vamos A Bailar,1.6148998060762767,0,0,1.6148998060762767
Nothing from Nothing,I?'m A Steady Rollin? Man,2.138146167557932,0,1,3.138146167557932
Nothing from Nothing,Nice To Fit In,2.577364792070674,0,1,3.577364792070674
Nothing from Nothing,Futures [Album Version],2.319230769230769,0,1,3.319230769230769
Nothing from Nothing,It Hasn't Been Long Enough (Album Version),3.0496558996558996,0,0,3.0496558996558996
Nothing from Nothing,The Old Saloon,1.2375859434682965,0,1,2.2375859434682965
Nothing from Nothing,Gimme Stitches,2.45160525748761,0,1,3.45160525748761
Nothing from Nothing,Fever,1.5243653405418112,0,0,1.5243653405418112
Nothing from Nothing,Behind The Sea [Live In Chicago],2.032917082917083,0,1,3.032917082917083
Nothing from Nothing,Champion,0.9663742690058479,0,0,0.9663742690058479
Nothing from Nothing,Breakout,2.153205128205128,0,0,2.153205128205128
Nothing from Nothing,Do You Wanna Dance,5.409341965224318,0,0,5.409341965224318
Nothing from Nothing,Speed Of Sound,1.7662337662337664,0,0,1.7662337662337664
Nothing from Nothing,Laughing,1.1179824561403509,0,1,2.117982456140351
Nothing from Nothing,Ragged Wood,1.5971046497362287,0,0,1.5971046497362287
Nothing from Nothing,Llueve,0.711111111111111,0,0,0.711111111111111
Nothing from Nothing,His Majesty Rides (Album Version),2.4368296306376798,0,1,3.4368296306376798
Nothing from Nothing,No So Silent Night (album version),3.8075424575424575,0,1,4.807542457542457
Nothing from Nothing,Street Lights,1.507408226448474,0,1,2.507408226448474
Nothing from Nothing,Mykonos,1.3076923076923077,0,1,2.3076923076923075
Nothing from Nothing,Christmas With Jesus (Album Version),4.091138763197587,0,0,4.091138763197587
Nothing from Nothing,Wa Winjigo Ero,0.4666666666666667,0,1,1.4666666666666668
Nothing from Nothing,Country Road,1.6987179487179487,0,1,2.698717948717949
Nothing from Nothing,The Pageant Of The Bizarre [Album Version],2.1400290885585003,0,1,3.1400290885585003
Nothing from Nothing,Rain,1.1344017094017094,0,0,1.1344017094017094
Nothing from Nothing,Givin' It Up (Album Version),1.6148998060762767,0,1,2.6148998060762767
Nothing from Nothing,Oh No,1.7415654520917676,0,1,2.7415654520917676
Nothing from Nothing,Love Song For No One,2.6764957264957263,0,0,2.6764957264957263
Nothing from Nothing,Jewels And Gold,2.153022261536193,0,0,2.153022261536193
Nothing from Nothing,Soft and Sweet,1.1497975708502024,0,0,1.1497975708502024
Nothing from Nothing,Italian Dry Ice,3.3970914706208823,0,1,4.397091470620882
Nothing from Nothing,Wonderful (Album Version),1.6148998060762767,0,1,2.6148998060762767
Nothing from Nothing,Warning,0.8993589743589743,0,1,1.8993589743589743
Nothing from Nothing,83,2.3198717948717946,0,0,2.3198717948717946
Nothing from Nothing,Carolina (Album Version),2.2189946018893387,0,0,2.2189946018893387
Nothing from Nothing,Neon,2.260565157236984,0,1,3.260565157236984
Nothing from Nothing,The Middle,1.219073083778966,0,0,1.219073083778966
Nothing from Nothing,High and dry,2.3779442779442777,0,0,2.3779442779442777
Nothing from Nothing,All That We Perceive,1.119073083778966,0,1,2.119073083778966
Nothing from Nothing,El Otro Lado (Album Version),2.225289416465887,0,1,3.225289416465887
Nothing from Nothing,The Christmas Song  (LP Version),4.5283419195183905,0,1,5.5283419195183905
Nothing from Nothing,God_ Please Let Me Go Back,4.398827428161793,0,0,4.398827428161793
Nothing from Nothing,Domesticated Lovers,2.4073367808661925,0,1,3.4073367808661925
Nothing from Nothing,Our Swords (Soundtrack Version),6.654554655870447,0,1,7.654554655870447
Nothing from Nothing,Are You In?,1.3398268398268398,0,0,1.3398268398268398
Nothing from Nothing,Middle Management (Album Version),3.0237179487179486,0,0,3.0237179487179486
Nothing from Nothing,Drive,0.8444444444444443,0,1,1.8444444444444443
Nothing from Nothing,It's a Trip,1.3177281438891346,0,0,1.3177281438891346
Nothing from Nothing,Georgia Brown,1.4742577597840756,0,1,2.4742577597840754
Nothing from Nothing,Generator,2.45160525748761,0,1,3.45160525748761
Nothing from Nothing,Come Back To Bed,2.686083361083361,0,0,2.686083361083361
Nothing from Nothing,He Doesn't Know Why,1.455437983069562,0,0,1.455437983069562
Nothing from Nothing,It's The Night Time,1.5957678286625652,0,0,1.5957678286625652
Nothing from Nothing,Tu Quieres Volver,1.8779450941215647,0,1,2.8779450941215647
Nothing from Nothing,Last Words (Soundtrack Version),7.1604709617867535,0,1,8.160470961786753
Nothing from Nothing,Summer Dress 2 (iodine),3.4958193767017294,0,1,4.495819376701729
Nothing from Nothing,Trani,1.7729192376251197,0,0,1.7729192376251197
Nothing from Nothing,Bigger Isn't Better,2.2140845996109153,0,0,2.2140845996109153
Nothing from Nothing,Sun Giant,2.6153846153846154,0,0,2.6153846153846154
Nothing from Nothing,City Love,1.8864612511671337,0,0,1.8864612511671337
Nothing from Nothing,Right Back,1.4247399659164364,0,1,2.4247399659164364
Nothing from Nothing,Moonshine,0.9110536522301228,0,0,0.9110536522301228
Nothing from Nothing,Lover,2.0648998060762764,0,0,2.0648998060762764
Nothing from Nothing,Neural Rust,1.630031518189413,0,1,2.630031518189413
Nothing from Nothing,Holes To Heaven,1.9114885114885118,0,1,2.911488511488512
Entre Dos Aguas,The Cove,2.0133699633699633,0,0,2.0133699633699633
Entre Dos Aguas,Nothing from Nothing,2.2484686881745706,0,0,2.2484686881745706
Entre Dos Aguas,Under Cold Blue Stars,5.182578996510885,0,0,5.182578996510885
Entre Dos Aguas,Riot Radio (Soundtrack Version),10.833170108334999,0,0,10.833170108334999
Entre Dos Aguas,Sin límites (I),0.8312271062271063,0,0,0.8312271062271063
Entre Dos Aguas,12 segundos de oscuridad,2.012953712953713,0,0,2.012953712953713
Entre Dos Aguas,Ears To The Ground (Album Version),6.658541853743093,0,0,6.658541853743093
Entre Dos Aguas,Food Chain (Album Version),5.421702437569311,0,0,5.421702437569311
Entre Dos Aguas,Stronger,1.3007911936704506,0,0,1.3007911936704506
Entre Dos Aguas,Constellations,1.506909430438842,0,0,1.506909430438842
Entre Dos Aguas,You're My Flame [Album Version],3.6665499533146595,0,0,3.6665499533146595
Entre Dos Aguas,Learn To Fly,3.4057626583942375,0,0,3.4057626583942375
Entre Dos Aguas,Apuesta Por El Rock 'N' Roll,5.918583391227759,0,0,5.918583391227759
Entre Dos Aguas,Paper Gangsta,4.19408891761833,0,0,4.19408891761833
Entre Dos Aguas,You Don't Have To Believe Me (Album Version),3.620611861478734,0,0,3.620611861478734
Entre Dos Aguas,Nothing Gives Me Pleasure,5.435470317436262,0,0,5.435470317436262
Entre Dos Aguas,Ugly Stories,3.723657130623075,0,0,3.723657130623075
Entre Dos Aguas,Soy,0.7771708683473388,0,0,0.7771708683473388
Entre Dos Aguas,Winter In The Hamptons,3.416860418563205,0,0,3.416860418563205
Entre Dos Aguas,Stacked Actors,3.945931261720735,0,0,3.945931261720735
Entre Dos Aguas,Sehr kosmisch,1.4657009657009659,0,0,1.4657009657009659
Entre Dos Aguas,Silvery Sleds (Album Version),10.322749477978983,0,0,10.322749477978983
Entre Dos Aguas,My Love Has Gone,2.5729584141348845,0,0,2.5729584141348845
Entre Dos Aguas,Hollywood Bass Player,5.855485811058566,0,0,5.855485811058566
Entre Dos Aguas,Heaven's gonna burn your eyes,4.788405875170581,0,0,4.788405875170581
Entre Dos Aguas,Leap Year,4.377418659771601,0,0,4.377418659771601
Entre Dos Aguas,Summertime (Album Version),3.8587247719600657,0,0,3.8587247719600657
Entre Dos Aguas,Pilgrim,4.254904641282351,0,0,4.254904641282351
Entre Dos Aguas,Outside Villanova (Album Version),4.698827763224048,0,0,4.698827763224048
Entre Dos Aguas,Let It Be Sung,2.2421212344586956,0,0,2.2421212344586956
Entre Dos Aguas,I'll Be Missing You (Featuring Faith Evans & 112)(Album Version),5.2895778112496386,0,0,5.2895778112496386
Entre Dos Aguas,Love Shack,5.161611419196558,0,0,5.161611419196558
Entre Dos Aguas,Clarity,2.5890181713711127,0,0,2.5890181713711127
Entre Dos Aguas,Vamos A Bailar,2.635830999066293,0,0,2.635830999066293
Entre Dos Aguas,I?'m A Steady Rollin? Man,4.287079587079587,0,0,4.287079587079587
Entre Dos Aguas,Nice To Fit In,4.379225023342671,0,0,4.379225023342671
Entre Dos Aguas,Futures [Album Version],3.9708277017100544,0,0,3.9708277017100544
Entre Dos Aguas,It Hasn't Been Long Enough (Album Version),4.740158981025854,0,0,4.740158981025854
Entre Dos Aguas,The Old Saloon,1.9614504776269481,0,0,1.9614504776269481
Entre Dos Aguas,Gimme Stitches,3.1971148132912837,0,0,3.1971148132912837
Entre Dos Aguas,Fever,2.543173166702578,0,0,2.543173166702578
Entre Dos Aguas,Behind The Sea [Live In Chicago],3.7648123806018545,0,0,3.7648123806018545
Entre Dos Aguas,Champion,2.1036195658486676,0,0,2.1036195658486676
Entre Dos Aguas,Breakout,2.9062417974182675,0,0,2.9062417974182675
Entre Dos Aguas,Do You Wanna Dance,9.578704293642375,0,0,9.578704293642375
Entre Dos Aguas,Speed Of Sound,3.0612942612942606,0,0,3.0612942612942606
Entre Dos Aguas,Laughing,1.7954274621894757,0,0,1.7954274621894757
Entre Dos Aguas,Ragged Wood,3.2094847181803705,0,0,3.2094847181803705
Entre Dos Aguas,Llueve,1.3785689714482285,0,0,1.3785689714482285
Entre Dos Aguas,His Majesty Rides (Album Version),4.375787035461959,0,0,4.375787035461959
Entre Dos Aguas,No So Silent Night (album version),6.741004093945271,0,0,6.741004093945271
Entre Dos Aguas,Street Lights,2.524603286290593,0,0,2.524603286290593
Entre Dos Aguas,Mykonos,2.6931372549019605,0,0,2.6931372549019605
Entre Dos Aguas,Christmas With Jesus (Album Version),7.350037612885911,0,0,7.350037612885911
Entre Dos Aguas,Wa Winjigo Ero,0.8478057889822594,0,0,0.8478057889822594
Entre Dos Aguas,Country Road,2.751584844464101,0,0,2.751584844464101
Entre Dos Aguas,The Pageant Of The Bizarre [Album Version],3.71218487394958,0,0,3.71218487394958
Entre Dos Aguas,Rain,1.818206054351565,0,0,1.818206054351565
Entre Dos Aguas,Givin' It Up (Album Version),2.8941643323996264,0,0,2.8941643323996264
Entre Dos Aguas,Oh No,3.885647676309273,0,0,3.885647676309273
Entre Dos Aguas,Love Song For No One,5.30989757576445,0,0,5.30989757576445
Entre Dos Aguas,Jewels And Gold,3.4196661439695495,0,0,3.4196661439695495
Entre Dos Aguas,Soft and Sweet,2.7601449275362318,0,0,2.7601449275362318
Entre Dos Aguas,Italian Dry Ice,6.604831906999089,0,0,6.604831906999089
Entre Dos Aguas,Wonderful (Album Version),2.8941643323996264,0,0,2.8941643323996264
Entre Dos Aguas,Warning,1.6249766573295983,0,0,1.6249766573295983
Entre Dos Aguas,83,4.560872950578832,0,0,4.560872950578832
Entre Dos Aguas,Carolina (Album Version),3.853840595249264,0,0,3.853840595249264
Entre Dos Aguas,Neon,4.252165687022329,0,0,4.252165687022329
Entre Dos Aguas,The Middle,2.544322344322344,0,0,2.544322344322344
Entre Dos Aguas,High and dry,4.359584275373749,0,1,5.359584275373749
Entre Dos Aguas,All That We Perceive,2.3826043237807943,0,0,2.3826043237807943
Entre Dos Aguas,El Otro Lado (Album Version),3.9723802341449397,0,0,3.9723802341449397
Entre Dos Aguas,The Christmas Song  (LP Version),8.940424685393726,0,0,8.940424685393726
Entre Dos Aguas,God_ Please Let Me Go Back,6.825071983474864,0,0,6.825071983474864
Entre Dos Aguas,Domesticated Lovers,4.428075845722905,0,0,4.428075845722905
Entre Dos Aguas,Our Swords (Soundtrack Version),11.569132511944463,0,0,11.569132511944463
Entre Dos Aguas,Are You In?,2.5521881627144785,0,0,2.5521881627144785
Entre Dos Aguas,Middle Management (Album Version),5.0090982546864895,0,0,5.0090982546864895
Entre Dos Aguas,Drive,1.5190066039911243,0,0,1.5190066039911243
Entre Dos Aguas,It's a Trip,2.377210938356449,0,0,2.377210938356449
Entre Dos Aguas,Georgia Brown,3.0050491210977146,0,0,3.0050491210977146
Entre Dos Aguas,Generator,3.1971148132912837,0,0,3.1971148132912837
Entre Dos Aguas,Come Back To Bed,5.031967086173574,0,0,5.031967086173574
Entre Dos Aguas,He Doesn't Know Why,2.912296612168735,0,0,2.912296612168735
Entre Dos Aguas,It's The Night Time,2.6723818579081735,0,0,2.6723818579081735
Entre Dos Aguas,Tu Quieres Volver,3.477971701501113,0,0,3.477971701501113
Entre Dos Aguas,Last Words (Soundtrack Version),12.79304798415715,0,0,12.79304798415715
Entre Dos Aguas,Summer Dress 2 (iodine),5.837614019966962,0,0,5.837614019966962
Entre Dos Aguas,Trani,3.9302413273001506,0,0,3.9302413273001506
Entre Dos Aguas,Bigger Isn't Better,4.247893033291471,0,0,4.247893033291471
Entre Dos Aguas,Sun Giant,5.386274509803922,0,0,5.386274509803922
Entre Dos Aguas,City Love,3.261980460200274,0,0,3.261980460200274
Entre Dos Aguas,Right Back,2.592142824495766,0,0,2.592142824495766
Entre Dos Aguas,Moonshine,1.7346282372598163,0,0,1.7346282372598163
Entre Dos Aguas,Lover,4.082427410910383,0,0,4.082427410910383
Entre Dos Aguas,Neural Rust,2.9047279570162865,0,0,2.9047279570162865
Entre Dos Aguas,Holes To Heaven,3.44488256841198,0,0,3.44488256841198
Under Cold Blue Stars,The Cove,2.638705738705738,0,0,2.638705738705738
Under Cold Blue Stars,Nothing from Nothing,2.935972850678733,0,1,3.935972850678733
Under Cold Blue Stars,Entre Dos Aguas,5.182578996510885,0,0,5.182578996510885
Under Cold Blue Stars,Riot Radio (Soundtrack Version),15.7136998932328,0,1,16.7136998932328
Under Cold Blue Stars,Sin límites (I),1.9839598997493733,0,1,2.9839598997493733
Under Cold Blue Stars,12 segundos de oscuridad,3.4730302377361197,0,1,4.47303023773612
Under Cold Blue Stars,Ears To The Ground (Album Version),13.495295055821371,1,0,14.495295055821371
Under Cold Blue Stars,Food Chain (Album Version),8.293677718909914,0,1,9.293677718909914
Under Cold Blue Stars,Stronger,1.9822018815153823,0,0,1.9822018815153823
Under Cold Blue Stars,Constellations,2.268207282913165,0,0,2.268207282913165
Under Cold Blue Stars,You're My Flame [Album Version],4.784873949579833,0,0,4.784873949579833
Under Cold Blue Stars,Learn To Fly,3.9624139534356253,0,0,3.9624139534356253
Under Cold Blue Stars,Apuesta Por El Rock 'N' Roll,8.518348415467813,0,0,8.518348415467813
Under Cold Blue Stars,Paper Gangsta,5.99591437114657,0,1,6.99591437114657
Under Cold Blue Stars,You Don't Have To Believe Me (Album Version),5.843924376277317,0,0,5.843924376277317
Under Cold Blue Stars,Nothing Gives Me Pleasure,13.611376102397774,0,1,14.611376102397774
Under Cold Blue Stars,Ugly Stories,9.573692148924346,0,1,10.573692148924346
Under Cold Blue Stars,Soy,1.1666666666666667,1,0,2.166666666666667
Under Cold Blue Stars,Winter In The Hamptons,3.5590818478421116,0,1,4.559081847842112
Under Cold Blue Stars,Stacked Actors,4.172011476655439,1,0,5.172011476655439
Under Cold Blue Stars,Sehr kosmisch,1.4193061840120664,0,0,1.4193061840120664
Under Cold Blue Stars,Silvery Sleds (Album Version),14.936051128990956,0,1,15.936051128990956
Under Cold Blue Stars,My Love Has Gone,4.334586466165414,0,1,5.334586466165414
Under Cold Blue Stars,Hollywood Bass Player,8.394374974870331,1,0,9.394374974870331
Under Cold Blue Stars,Heaven's gonna burn your eyes,6.687315952021835,1,0,7.687315952021835
Under Cold Blue Stars,Leap Year,7.097680097680098,0,1,8.097680097680097
Under Cold Blue Stars,Summertime (Album Version),5.024974200206399,0,0,5.024974200206399
Under Cold Blue Stars,Pilgrim,5.277473094500959,1,0,6.277473094500959
Under Cold Blue Stars,Outside Villanova (Album Version),7.2749378072907485,1,0,8.274937807290748
Under Cold Blue Stars,Let It Be Sung,3.3767082590612003,0,1,4.3767082590612
Under Cold Blue Stars,I'll Be Missing You (Featuring Faith Evans & 112)(Album Version),7.934712913505485,0,1,8.934712913505486
Under Cold Blue Stars,Love Shack,8.212475003496676,0,1,9.212475003496676
Under Cold Blue Stars,Clarity,4.051347345464992,0,0,4.051347345464992
Under Cold Blue Stars,Vamos A Bailar,3.7848739495798323,0,0,3.7848739495798323
Under Cold Blue Stars,I?'m A Steady Rollin? Man,4.546176046176045,0,1,5.546176046176045
Under Cold Blue Stars,Nice To Fit In,6.6868135132841,0,1,7.6868135132841
Under Cold Blue Stars,Futures [Album Version],6.6079185520362005,1,0,7.6079185520362005
Under Cold Blue Stars,It Hasn't Been Long Enough (Album Version),7.263230560289383,0,0,7.263230560289383
Under Cold Blue Stars,The Old Saloon,3.2572721396250803,0,1,4.25727213962508
Under Cold Blue Stars,Gimme Stitches,4.179412331734313,0,1,5.179412331734313
Under Cold Blue Stars,Fever,3.5917726064784885,0,0,3.5917726064784885
Under Cold Blue Stars,Behind The Sea [Live In Chicago],4.832974215327157,0,1,5.832974215327157
Under Cold Blue Stars,Champion,2.4094703938020667,0,0,2.4094703938020667
Under Cold Blue Stars,Breakout,3.9203086902777304,0,0,3.9203086902777304
Under Cold Blue Stars,Do You Wanna Dance,13.049189853833818,0,0,13.049189853833818
Under Cold Blue Stars,Speed Of Sound,5.487179487179488,0,0,5.487179487179488
Under Cold Blue Stars,Laughing,2.5134284987831896,0,1,3.5134284987831896
Under Cold Blue Stars,Ragged Wood,3.988303853009735,0,0,3.988303853009735
Under Cold Blue Stars,Llueve,1.7492572786690435,0,0,1.7492572786690435
Under Cold Blue Stars,His Majesty Rides (Album Version),6.49326812342023,0,1,7.49326812342023
Under Cold Blue Stars,No So Silent Night (album version),8.328080570959827,1,0,9.328080570959827
Under Cold Blue Stars,Street Lights,3.305760137769829,0,1,4.305760137769829
Under Cold Blue Stars,Mykonos,3.833333333333333,1,0,4.833333333333333
Under Cold Blue Stars,Christmas With Jesus (Album Version),13.97781954887218,0,0,13.97781954887218
Under Cold Blue Stars,Wa Winjigo Ero,1.1099227569815806,1,0,2.1099227569815806
Under Cold Blue Stars,Country Road,3.9533834586466168,0,1,4.953383458646616
