song_name,song_release,song_artist,listen_time
ribbons 'round my tongue,Two Gallants,Two Gallants,1
Delicate,O,Damien Rice,1
Home,Up From Below,Edward Sharpe & The Magnetic Zeros,3
Marry Me,Save Me_ San Francisco,Train,1
Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,1
Butterfly,Pinkerton,Weezer,1
The Weight Of Lies,Emotionalism,The Avett Brothers,4
My Best Friend,Make Believe,Weezer,1
Heartbreak Warfare,Battle Studies,John Mayer,1
The Climb,Hannah Montana The Movie,Miley Cyrus,1
Paper Planes,Decent Work For Decent Pay,M.I.A.,1
You Only Live Once,You Only Live Once/Mercy Mercy Me,The Strokes,1
Drop The World,Drop The World,Lil Wayne / Eminem,1
Late,Late Registration,Kanye West,1
Hey Mama,Late Registration,Kanye West,1
The Underwood Typewriter,The End Of History,Fionn Regan,1
Only In Dreams,Weezer,Weezer,1
Falling Through the Roof,Words Are Dead,Horse Feathers,2
Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2
Doin' It,Mr. Smith,LL Cool J,1
Use Somebody,Use Somebody,Kings Of Leon,3
Heart Cooks Brain,Everything Is Nice: The Matador Records 10th Anniversary Anthology,Modest Mouse,1
The French Open,Antidotes,Foals,1
Fix You,X & Y,Coldplay,2
Gold Lion,Show Your Bones,Yeah Yeah Yeahs,1
Shame,Emotionalism,The Avett Brothers,5
Time To Pretend,Time To Pretend,MGMT,3
When I Grow Up,When I Grow Up,The Pussycat Dolls,1
Bryter Layter,Bryter Layter,Nick Drake,1
The World Has Turned And Left Me Here,Weezer,Weezer,1
Bye Bye,R&B Love Collection 08,Mariah Carey,1
Joe's Head,Youth And Young Manhood,Kings Of Leon,1
Electric Feel,The Anthems,MGMT,3
Bitter Sweet Symphony,Bitter Sweet Symphony,The Verve,1
Moon Woman 2,Ash Wednesday,Elvis Perkins,1
Turn Around,Turn Around,Jonny Lang,1
Centennial,Elephant Shell,Tokyo Police Club,7
Heads Will Roll,It's Blitz!,Yeah Yeah Yeahs,1
Take The Box,Frank,Amy Winehouse,1
Hollaback Girl,Love Angel Music Baby,Gwen Stefani,1
Ragoo,Because Of The Times,Kings Of Leon,1
Paris,My Best Friend Is You,Kate Nash,1
Trouble,Trouble (B-Side),Coldplay,1
Why Should The Fire Die?,Why Should The Fire Die?,Nickel Creek,1
Swing_ Swing,The All-American Rejects,The All-American Rejects,1
He Can Only Hold Her,Back To Black,Amy Winehouse,1
