song_name,song_release,song_artist,listen_time
B.E.A.T. [Extended],D.A.N.C.E.,Justice,1
The New Style,Licensed To Ill,The Beastie Boys,1
Race Car Ya-Yas,Fashion Nugget,Cake,2
Dumb Girl,Original Album Classics,RUN-DMC,1
Criminal,The Marshall Mathers LP,Eminem,1
For The Beauty Of The Earth,John Rutter - The Choral Collection,The Cambridge Singers / John Rutter,1
Electric Feel,Electric Feel,MGMT,3
She'll Come Back To Me,Fashion Nugget,Cake,3
Let There Be Light (album version),Justice,Justice,2
Marshall Mathers,The Marshall Mathers LP,Eminem,1
Voyager,Discovery,Daft Punk,1
Come As You Are,Live à l'Olympia,Emilie Simon,1
Don't Worry 'Bout Me,Julie / Love On The Rocks,Julie London,1
Robot Rock,Musique Vol 1,Daft Punk,1
Too Shy,The Very Best Of Kajagoogoo And Limahl,Kajagoogoo,1
Never Let You Go,My Worlds,Justin Bieber,1
Cyan,Pacha Ibiza,Arno Cost,2
The Righteous And The Wicked (Album Version),Blood Sugar Sex Magik,Red Hot Chili Peppers,1
Give It Up (feat. Pharrell Williams) (Amended Album Version),Give It Up,Twista featuring Pharrell Williams,1
No Sleep Till Brooklyn,Hip Hop - The Collection 3,The Beastie Boys,1
Human After All,Musique Vol 1,Daft Punk,1
Television Rules The Nation,Human After All,Daft Punk,1
GRRRR,The Underground 2010,David Guetta,1
Human After All,Human After All (Medley),Daft Punk,3
Ike Turner,Passion,Andre Nickatina,1
Woman Sneaking,99 Ways,Lady Saw / Red Rat,1
Frank Sinatra,Fashion Nugget,Cake,2
Revolution 909,Homework,Daft Punk,1
Italian Leather Sofa,Fashion Nugget,Cake,1
D.A.N.C.E [MSTRKRFT Remix],D.A.N.C.E. [Remixes],Justice,1
Peter Piper,Raising Hell,RUN-DMC,1
Right Back,40oz To Freedom,Sublime,2
The Stress Factor,I Hate You With A Passion,Andre Nickatina,2
Riverside,The Underground 2010,Sidney Samson,2
