song_name,song_release,song_artist,listen_time
Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,1
Why Worry,The All American Rejects,The All-American Rejects,1
If It's Lovin' That You Want,If It's Lovin' That You Want,Rihanna,1
Why Fair,The Beat Tape Vol. 1,DJ Babu,2
Three Peaches,On Avery Island,Neutral Milk Hotel,5
It's Only Divine Right,Electric Version,The New Pornographers,1
Bling (Confession Of A King),Sam's Town,The Killers,1
The Hazards Of Love 4 (The Drowned),The Hazards Of Love,The Decemberists,1
You're A Cad,Ray Guns Are Not Just The Future,the bird and the bee,1
The Penalty,The Flying Club Cup,Beirut,2
I'm A Cuckoo,The Inbetweeners,Belle & Sebastian,1
Baby,Ray Guns Are Not Just The Future,the bird and the bee,1
Ice Dogs,Six Demon Bag,Man Man,1
Forgotten Places (Original Version),Forgotten Places (Moodymann Remix),Alif Tree,2
What's In The Middle,Ray Guns Are Not Just The Future,the bird and the bee,1
Poster Of A Girl,Live It Out,Metric,1
Head Rolls Off,Head Rolls Off,Frightened Rabbit,1
The Greys,Be Less Rude,Frightened Rabbit,1
Innocent When You Dream (78),Franks Wild Years,Tom Waits,5
Your Secrets,Books,Belle & Sebastian,1
What Is It About Men,Frank,Amy Winehouse,1
The Anglo-Saxons,Ghana,The Mountain Goats,5
The Fake Headlines,Mass Romantic,The New Pornographers,1
The Gospel Train,Outlaw,Alabama 3,1
Tränengas im High-End-Leben,Fliegende Bauten (live),Kettcar,1
Red Socks Pugie,Antidotes,Foals,1
Black Wave (Album),Wincing The Night Away,The Shins,1
Against The Peruvian Monster,The Man in a Blue Turban with Face,Man Man,1
Be White,The Beat Tape Vol. 1,DJ Babu,2
Missing,Love In The 90's,Everything But The Girl,1
Goodnight Bad Morning,Midnight Boom,The Kills,1
Collect Call,Fantasies,Metric,1
Postcards From Italy,The Gulag Orkestar,Beirut,1
Easy Eats Or Dirty Doctor Galapagos,Rabbit Habits,Man Man,1
Year 3000,S.O.S,Jonas Brothers,1
Downtown Seoul,Sweden,Mountain Goats,1
Where The White Boys Dance,Sam's Town,The Killers,1
The King Of Carrot Flowers Parts Two And Three,In The Aeroplane Over The Sea,Neutral Milk Hotel,1
The Bachelor and the Bride,Her Majesty The Decemberists,The Decemberists,5
Muhreeuh,The Beat Tape Vol. 1,DJ Babu,1
Sons & Daughters,The Crane Wife,The Decemberists,1
Caring Is Creepy,Garden State - Music From The Motion Picture,The Shins,1
Rhode Island Is Famous For You,Sing You Sinners,Erin McKeown,1
Natural Disaster,Noble Beast,Andrew Bird,1
Flashing Lights,Sweden,Mountain Goats,1
Dee On,The Beat Tape Vol. 1,DJ Babu,2
Pen And Notebook,Biggest Bluest Hi-Fi,Camera Obscura,5
The Twist,Grow Up and Blow Away,Metric,1
Tempreezy,The Beat Tape Vol. 1,DJ Babu,2
Promise Me,Beverly Craven,Beverley Craven,5
The Gymnast_ High Above the Ground,Her Majesty The Decemberists,The Decemberists,5
Bug Guys,The Beat Tape Vol. 1,DJ Babu,2
Pushin' Me Away,A Little Bit Longer,Jonas Brothers,1
Walkawalka,The Beat Tape Vol. 1,DJ Babu,2
Nordhavn Station,Friværdi,Magtens Korridorer,1
Breakout,Breakout,Miley Cyrus,1
Nantes,The Flying Club Cup,Beirut,1
Ebbtide,The Beat Tape Vol. 1,DJ Babu,2
Broken Vow,G4,G4,1
I CAN'T GET STARTED,It's The Time,Ron Carter,1
Gold Guns Girls,Fantasies,Metric,1
Pandora,Det Krøllede Håb,Magtens Korridorer,1
Cheesies And Gum,Faraway In Time,Martha And The Muffins,5
Front Row,Fantasies,Metric,2
Set You Free,Head Rolls Off,Frightened Rabbit,1
Oh!,Mollie's Mix,Sleater-kinney,1
Love Letter To Japan,Ray Guns Are Not Just The Future,the bird and the bee,1
The Wizard,Fur And Gold,Bat For Lashes,1
Too Little Too Late,Live It Out,Metric,1
Two In The Dam,The Beat Tape Vol. 1,DJ Babu,2
Transmission,Let The Movie Begin,Joy Division,1
Balloons (Single version),Balloons,Foals,1
Gobbler,The Beat Tape Vol. 1,DJ Babu,2
Live from Heart,One Way Flight,Sa Trincha,1
Effeks,The Beat Tape Vol. 1,DJ Babu,2
Occult City,The Beat Tape Vol. 1,DJ Babu,2
Classix,The Beat Tape Vol. 1,DJ Babu,2
Capturing Moods,The Execution Of All Things,Rilo Kiley,1
The Police And The Private,Live It Out,Metric,2
The World's Greatest,The R. In R&B Greatest Hits Collection Vol. 1,R. Kelly,1
Kabul Shit,The Fear,Lily Allen,1
Daniel Cowman,Mary Ann meets the Gravediggers and other short stories by regina spektor,Regina Spektor,1
Snake,Sings The Greys,Frightened Rabbit,1
My Wife_ Lost in the World,March of the Zapotec and Realpeople Holland,Beirut,1
