song_name,song_release,song_artist,listen_time
I Wanna Be The One,Essential Gold (Digitally Remastered),Stevie B,3
Like A Tattoo,Love Deluxe,Sade,1
Why Can't We Live Together,Diamond Life,Sade,1
Gotas De Agua Dulce,La Vida Es Un Ratico En Vivo,Juanes,1
Love of a Lifetime,Metropolitan Freestyle Extravaganza Vol. 8,Collage_ Denine,1
U Can't Hide From Your Dub,AOL Music DJ Sessions Mixed by Armand Van Helden,DJ Sneak,1
Bubble Toes,Brushfire Fairytales,Jack Johnson,1
Ya no,Mundos Opuestos,HA-ASH;Kalimba,2
King Of Sorrow,Lovers Rock,Sade,1
Plaisir d'amour,Charlotte Church (US version),Charlotte Church,8
Something Beautiful (Album Version),The Outsiders,NEEDTOBREATHE,7
Again (Album Version),The Heat,NEEDTOBREATHE,5
What If I Stumble?,The Ultimate Collection,DC Talk,1
Fireflies,The Believer,Rhett Miller / Rachael Yamagata,1
Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,1
Till It Happens To You,Corinne Bailey Rae,Corinne Bailey Rae,1
Caledonia,So Far: A Collection Of Our Best,Downchild,2
Jetstream,The Places Between : The Best Of Doves,Doves,1
More Time (Album Version),The Heat,NEEDTOBREATHE,6
Our Song,Taylor Swift,Taylor Swift,1
Natural High (Remix Version),Revolution,Insolence,1
We Give You Praise,Kingdom Of Comfort,Delirious,1
Smell Of Desire.,Lsd - Love Sensuality Devotion,Enigma,2
Your Love Is King,Diamond Life,Sade,1
If I Can't Change Your Mind,For Me_ It's You,Train,1
Clase De Amor,La Vida Es Un Ratico,Juanes,1
Tatuajes,Corazón Ranchero,Shaila Dúrcal,2
Is It A Crime,The Best Of Sade,Sade,7
Waiting On The World To Change,Continuum,John Mayer,1
Only You-Bad Boy Remix (Featuring The Notorious B.I.G. & Mase) (Album Version),Bad Boy's 10th Anniversary- The Hits,112,2
Come Back,Love Stinks,J. Geils Band,1
Wishing On A Star,Eternal Love,The Cover Girls,1
Restless (Album Version),The Heat,NEEDTOBREATHE,5
Love Is Here,Love Is Here,Tenth Avenue North,1
Amame,Mi Sangre,Juanes,1
Whatcha Say,Whatcha Say,Jason Derulo,6
Jezebel,The Best Of Sade,Sade,3
Ravemond's Young Problems,Beat Dimensions Vol. 2 (B),Dimlite,2
Menthol,Field Recordings 1995 - 2002,Fennesz,3
Breathe,Fearless,Taylor Swift / Colbie Caillat,1
Si Nos Dejan,Recordando,Shaila Dúrcal,1
Save Room,Mum Of The Year,John Legend,1
Haley (Album Version),Daylight,NEEDTOBREATHE,8
Love Is Stronger Than Pride,The Best Of Sade,Sade,4
Every Time I Dream,Lil' Suzy - The Greatest Hits,Lil' Suzy,1
Second Chances (Album Version),The Heat,NEEDTOBREATHE,4
Y Si Te Digo,Lagrimas Calidas - Edicion Especial,Fanny Lu,1
Rosario Tijeras,Mi Sangre,Juanes,1
Spring Love,Best Of Megadance Classics,Stevie B,1
Sunglasses At Night,The Singles,Corey Hart,3
Sending All My Love (LP Version),Linear,Linear,1
Lagrimas Calidas,Lagrimas Calidas - Edicion Especial,Fanny Lu,1
Sueños,Mi Sangre,Juanes,1
The Sweetest Taboo,The Best Of Sade,Sade,4
No Creo En El Jamas,La Vida Es Un Ratico En Vivo,Juanes,1
Dress Me Like a Clown,The Dust of Retreat,Margot & The Nuclear So And So's,55
Cherish The Day,Love Deluxe,Sade,6
Streets Of Gold (Album Version),The Heat,NEEDTOBREATHE,5
En Helt Annan Sak,Med Anledning Av,Svenska Akademien,1
Relax,Maximum Joy ,Frankie Goes To Hollywood,52
P.D.A. (We Just Don't Care),Once Again,John Legend,1
