song_name,song_release,song_artist,listen_time
CatDieseL,Atlantis - Hymns for Disco.,K-OS,1
Adventures In Solitude,Challengers,The New Pornographers,1
Busted,The Big Come Up,The Black Keys,1
Perfect Hair,The Mouse & The Mask,Dangerdoom,6
The Malevolence,God Knows,Mando Diao,1
the ballad of Noah,Atlantis - Hymns for Disco,K-OS,1
Timing Is Everything,The Ghosts Among Us,Our Last Night,5
Poster Of A Girl,Live It Out,Metric,1
Fort Nightly,Fort Nightly,White Rabbits,1
Diamond Rings 2007,War Elephant,Deer Tick,14
C'mere,C'Mere,Interpol,1
Bleeding Bells,Ode To Sunshine,Delta Spirit,9
Meat Grinder,Madvillainy,Madvillain,3
Somebody Told Me,Hot Fuss,The Killers,10
Xxplosive,2001 Instrumental,Dr. Dre,1
Fuck You,2001,Dr. Dre / Devin a/k/a The Dude / Snoop Dogg,1
Art Isn't Real (City Of Sin),War Elephant,Deer Tick,16
Bang Bang,2001,Dr. Dre / Hittman / Knoc-Turn'al,1
They Done Wrong / We Done Wrong,It's Frightening,White Rabbits,1
I'll Be Your Man,The Big Come Up,The Black Keys,3
Heart Shaped Box,In Utero,Nirvana,7
Baltimore Blues No. 1,War Elephant,Deer Tick,14
No Names (Black Debbie),The Mouse & The Mask,Dangerdoom,6
The Mask (Featuring Ghostface Killah) (Album Version),The Mouse And The Mask,Danger Doom,6
The World Will Love Again,Be Forewarned,Pentagram,2
Without A Face,Evil Empire,Rage Against The Machine,3
Company I Keep,It's Frightening,White Rabbits,1
AquaCityBoy,Atlantis - Hymns for Disco.,K-OS,1
Ghost At The Foot Of The Bed,Hell Train,Soltero,1
Atrévete te te,Calle 13 (Explicit Version),Calle 13,1
Lithium,Nevermind,Nirvana,7
Raid,Madvillainy,Madvillain_ MED aka Medaphor,6
Leavin' Trunk,The Big Come Up,The Black Keys,1
Fountains And Tramways,Pompeii,Beirut,1
Sooner or Later,Sooner or Later,N.E.R.D.,1
Da Baddest [Feat. Trey Songz] (Explicit Album Version),Da Baddest [Feat. Trey Songz],Big Kuntry King,1
We Are The Sleepyheads,The Life Pursuit,Belle & Sebastian,1
Children,Ode To Sunshine,Delta Spirit,7
Jumpers (Album),The L Word: Season 3,Sleater-kinney,1
Crosshairs,The Mouse & The Mask,Dangerdoom,6
Stay Away,Stay Away,Nirvana,7
Space Hos,The Mouse & The Mask,Dangerdoom,7
Trashcan,Trashcan,Delta Spirit,11
Strange Ways,Madvillainy,Madvillain,6
Recycled Air (Album),Give Up,Postal Service,1
Faust Arp,In Rainbows,Radiohead,5
POZDRAV Z FRONTY (LIVE),Vltava Tour,LANDA DANIEL,5
Nobody Does It Better,Best Of European Hip Hop,Nate Dogg feat.  Warren G,1
Les Yeux Précieux,Silvain Vanot,Silvain Vanot,6
Set It Off,Set It Off,Thousand Foot Krutch,1
Welcome To The Black Parade (Album Version),The Black Parade,My Chemical Romance,24
Butterfly,Wow,Superbus,11
Nevada,War Elephant,Deer Tick,12
Outside (Original LP Version),Break The Cycle,Staind,5
Guilty As Charged [feat. Estelle] (Explicit Album Version),The Quilt,Gym Class Heroes,1
I Love My Jean,I Love My Jean,Camera Obscura,1
Transatlanticism,Six Feet Under - Everything Ends,Death Cab for Cutie,1
Rainbows,Madvillainy,Madvillain,6
From The Station,Hell Train,Soltero,1
Curls,Madvillainy,Madvillain,6
Mild Child (Album),So Says I,The Shins,1
15 Step,In Rainbows,Radiohead,6
My Love,Ray Guns Are Not Just The Future,the bird and the bee,1
House Built For Two,Ode To Sunshine,Delta Spirit,8
Dumb,In Utero,Nirvana,7
Teenage Crush,50 Rock 'N' Roll Worlwide Number Ones,Tommy Sands,5
Heavy Soul ,The Moan,The Black Keys,2
It Just Is (Album Version),More Adventurous,Rilo Kiley,1
Christ Jesus,War Elephant,Deer Tick,14
Old School Rules (Album Version),The Mouse And The Mask,Danger Doom,6
Stand Up Guy (Amended Album Version),King,T.I.,1
Streetwalker,Ode To Sunshine,Delta Spirit,10
Rain,Live In A Dive,Subhumans,5
Van Helsing Boombox,Six Demon Bag,Man Man,1
Breaking Ties,Clubbers Guide 2009,Above & Beyond pres. OceanLab,21
If Looks Could Kill,Let's Get Out Of This Country,Camera Obscura,1
House Of Cards,In Rainbows,Radiohead,4
Set You Free,Head Rolls Off,Frightened Rabbit,1
Take A Walk Around The Table,Fort Nightly,White Rabbits,1
Spectrum,Fly Between Falls,ALO (Animal Liberation Orchestra),23
Countdown,The Big Come Up,The Black Keys,1
Strange Vine,Ode To Sunshine,Delta Spirit,5
The Illest Villains,Madvillainy,Madvillain,4
Over And Over (Maurice Fulton Dub),Over And Over (The Mixes),Hot Chip,1
You Don't Send Me,Dear Catastrophe Waitress,Belle & Sebastian,1
Sofa King,The Mouse & The Mask,Dangerdoom,6
Operation Lifesaver aka Mint Test,Madvillainy,Madvillain,6
Parade,Ode To Sunshine,Delta Spirit,5
Volveré,A Tiempo,Gian Marco,2
All Caps,Madvillainy,Madvillain,4
Universe,Pot Of Gold Remixes,Alice Russell,1
Everything I Try to Do_ Nothing Seems to Turn Out Right,Billy Liar (CD-Single),The Decemberists,5
highway 7,Atlantis - Hymns for Disco,K-OS,1
The Fine Print,Take Me To Your Leader,King Geedorah,1
Equalizer,Atlantis - Hymns for Disco.,K-OS,1
Ode To Sunshine,Ode To Sunshine,Delta Spirit,5
Weird Fishes/Arpeggi,In Rainbows,Radiohead,5
A.T.H.F. (Aqua Teen Hunger Force) (Album Version),The Mouse And The Mask,Danger Doom,6
Happy,Seeing Sounds,N.E.R.D.,1
Brain (Edited),In Search Of...,N.E.R.D.,1
Sunday Morning,Atlantis - Hymns for Disco,K-OS,1
Snake,Sings The Greys,Frightened Rabbit,1
Bada Bing (Album Version),The Mouse And The Mask,Danger Doom,6
Drunk Kid Catholic,Noise Floor [Rarities 98 - 05],Bright Eyes,1
Shaman's Blues ( LP Version ),The Soft Parade,The Doors,1
