song_name,song_release,song_artist,listen_time
I'm Not Calling You A Liar,Lungs,Florence + The Machine,1
If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,3
Supermassive Black Hole (Twilight Soundtrack Version),Music From The Original Motion Picture Soundtrack,Muse,3
Ego,I AM...SASHA FIERCE,Beyoncé,1
Hero (Album Version),Awake [Deluxe],Skillet,7
Ain't No Rest For The Wicked (Original Version),Cage The Elephant,Cage The Elephant,3
The Scientist,The Scientist,Coldplay,7
How You Remind Me,FETENHITS - New Party Rock (set),Nickelback,3
The Real Slim Shady,Curtain Call,Eminem,3
All In Good Time,Twelve Tribes,Richard Souther,8
Don't Stop The Music,Don't Stop The Music/ Remixes,Rihanna,1
The Only Exception (Album Version),The Only Exception,Paramore,3
Do You Remember,In Between Dreams,Jack Johnson,1
Still Life (LP Version),Friction Baby,Better Than Ezra,5
Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,4
Kryptonite,Total 90s,3 Doors Down,3
Sample Track 2,Dance & Hip Hop Breaks,Simon Harris,3
Bulletproof,Bulletproof,La Roux,3
One Step Closer (Album Version),Hybrid Theory,Linkin Park,3
All The Right Moves,Waking Up,OneRepublic,3
Fly To Your Heart,Tinker Bell And The Lost Treasure,Selena Gomez,1
Highway Patrolman,Nebraska / Tunnel Of Love / The Ghost Of Tom Joad,Bruce Springsteen,1
Half Alive,Awake,Secondhand Serenade,7
What Goes Around...Comes Around,What Goes Around... Comes Around,Justin Timberlake,3
What You Know,Tourist History,Two Door Cinema Club,3
Sexy Bitch,Club Traxxx Summer Slammin'_ Vol. 3,DJ Dizzy,3
Bring Me To Life,Fallen,Evanescence,3
Year 3000,S.O.S,Jonas Brothers,1
Float On,Float On,Modest Mouse,3
I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,3
Secrets,Waking Up,OneRepublic,17
Fall For You,A Twist In My Story,Second Hand Serenade,5
I Believe,Home,Blessid Union Of Souls,7
Here Without You,Here Without You,3 Doors Down,3
My Name Is,The Slim Shady LP,Eminem,4
Rabbit Heart (Raise It Up),Rabbit Heart EP,Florence + The Machine,1
I Will Follow You into the Dark (Album Version),Plans,Death Cab for Cutie,3
You've Got The Love,Lungs,Florence + The Machine,5
Hailie's Song,The Eminem Show,Eminem,2
Unemployed Boyfriend,Songs From An American Movie_ Vol. One: Learning How To Smile,Everclear,6
Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,3
Creep (Explicit),Pablo Honey,Radiohead,5
I'm On A Boat,Incredibad,The Lonely Island / T-Pain,1
Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,7
In The End (Album Version),Hybrid Theory,Linkin Park,6
Yellow,Yellow,Coldplay,6
Paradise City,Greatest Hits,Guns N' Roses,1
Meteor Shower,Ocean Eyes,Owl City,7
The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2
Take A Bow,Ultimate R&B Love 2009,Rihanna,3
Just One Second (Apex Remix),Sick Music,London Elektricity,8
If I Ain't Got You,R&B Love Collection 08,Alicia Keys,2
If It Means A Lot To You,Homesick [Special Edition],A Day To Remember,2
Falling In Love Again,Desireless,Eagle-Eye Cherry,5
It's New To Me,Stealing From Our Favorite Thieves,The Van Pelt,4
The Middle,Bleed American,Jimmy Eat World,3
Alejandro,The Fame Monster,Lady GaGa,3
Bubble Toes,Brushfire Fairytales,Jack Johnson,2
Killing In The Name,Rage Against The Machine / Evil Empire (Coffret 2 CD),Rage Against The Machine,4
You Belong With Me,Fearless,Taylor Swift,3
Shiver,Parachutes,Coldplay,3
Teach Me How To Dougie,Teach Me How To Dougie,California Swag District,6
Stuck In The Moment,My Worlds,Justin Bieber,3
Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,2
Penthouse Pauper,Bayou Country,Creedence Clearwater Revival,1
Skinny Love,For Emma_ Forever Ago,Bon Iver,2
Born On The Bayou,At The Movies,Creedence Clearwater Revival,1
Home,Up From Below,Edward Sharpe & The Magnetic Zeros,3
Marry Me,Save Me_ San Francisco,Train,7
Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,10
Heartbreak Warfare,Battle Studies,John Mayer,3
Never Let You Go,My Worlds,Justin Bieber,1
Savior,Appeal To Reason,Rise Against,6
Speed Of Sound,Speed Of Sound,Coldplay,1
Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,3
Paper Planes,Decent Work For Decent Pay,M.I.A.,2
OMG,OMG - The Remixes,Usher featuring will.i.am,3
Toxic,The Singles Collection,Britney Spears,3
Drop The World,Drop The World,Lil Wayne / Eminem,3
Back To Black,Back To Black,Amy Winehouse,1
Tighten Up,Tighten Up,The Black Keys,3
Howlin For You,Brothers,The Black Keys,2
Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,1
One Less Lonely Girl,My Worlds,Justin Bieber,3
Use Somebody,Use Somebody,Kings Of Leon,4
Fix You,X & Y,Coldplay,6
Without Me,Without Me,Eminem,3
Whatcha Say,Whatcha Say,Jason Derulo,3
Time To Pretend,Time To Pretend,MGMT,3
When I Grow Up,When I Grow Up,The Pussycat Dolls,1
Resistance,The Resistance,Muse,3
Save Tonight,Desireless,Eagle-Eye Cherry,7
I Gotta Feeling,Todo Éxitos 2009,Black Eyed Peas,3
Half Of My Heart,Battle Studies,John Mayer,3
Electric Feel,The Anthems,MGMT,3
You'd Be So Nice To Come Home To,All Through The Night,Julie London,11
Bitter Sweet Symphony,Bitter Sweet Symphony,The Verve,3
Cosmic Love,Lungs,Florence + The Machine,3
Hero,Greatest Hits,Enrique Iglesias,2
Bad Company,War Is The Answer,Five Finger Death Punch,3
All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross),Victory,DJ Khaled,1
Let's Dance,Hannah Montana 2 Original Soundtrack / Meet Miley Cyrus,Miley Cyrus,6
Heads Will Roll,It's Blitz!,Yeah Yeah Yeahs,2
The Older I Get [Acoustic],Comatose Comes Alive [Deluxe],Skillet,7
Let Me Be The One,Home,Blessid Union Of Souls,7
One,...And Justice For All,Metallica,2
Favorite Girl,My World,Justin Bieber,3
When You Were Young,When You  Were Young,The Killers,3
