song_name,song_release,song_artist,listen_time
The Dress Looks Nice On You,Seven Swans,Sufjan Stevens,1
Technologic (Vitalic Remix),Technologic,Daft Punk,2
Carpates,Waters Of Nazareth,Justice,1
Tuxedo Hat,One Ten Hundred Thousand Million,Octopus Project,3
Tribulations,LCD Soundsystem,LCD Soundsystem,3
Reversing,There Is Love In You,Four Tet,1
Romulus,Greetings From Michigan_ The Great Lake State,Sufjan Stevens,1
Ghosts 'n' Stuff (Original Instrumental Mix),Ghosts 'n' Stuff,Deadmau5,6
Air Doom,Start Breaking My Heart,Caribou (formerly Dan Snaith's Manitoba),2
I Mera Tis Giortis Sou (T' Asteria Hathikan Noris),Moments,Dakis,7
Puppetmad,Creature Shock Radio,Puppetmastaz,1
So Glad To See You,The Warning,Hot Chip,6
Silent Shout,Silent Shout,The Knife,3
Suena tu guitarra,Muriendo de Amor,Fernando Soto,4
Boy From School (Hot Chip Re-Work),Boy From School (The Mixes),Hot Chip,1
Strawberry Swing,Viva La Vida - Prospekt's March Edition,Coldplay,2
Hearts On Fire,Hearts Of Fire,Cut Copy,5
Willie O'Winsbury,Dear Companion,Meg Baird,1
Feel The Love,In Ghost Colours,Cut Copy,6
Harder Better Faster Stronger ( Breakers Break Remix),Harder Better Faster Stronger,Daft Punk,1
God Put A Smile Upon Your Face,A Rush Of Blood To The Head,Coldplay,2
Da Funk (Radio Edit),DA FUNK,Daft Punk,1
Andvari,Original Motion Picture Soundtrack Remember Me,Sigur Rós,17
Illuminati,Ya Mama & Song For Shelter,Fatboy Slim,2
One More Time (Short Radio Edit),One More Time,Daft Punk,1
Hold On,Made In The Dark,Hot Chip,1
Brothers & Sisters,Trouble (B-Side),Coldplay,2
Your Touch,Magic Potion,The Black Keys,1
Marble House,Silent Shout,The Knife,5
Idealistic,The Twelve Inches EP,Digitalism,1
Sao Paulo,1983,Flying Lotus,3
New York_ I Love You But You're Bringing Me Down,Sound Of Silver,LCD Soundsystem,1
Sun Lips,Dandelion Gum,Black Moth Super Rainbow,1
These Days,Brothers,The Black Keys,1
Now My Feet Won't Touch The Ground,Prospekt's March EP,Coldplay,1
Beginners Falafel,Los Angeles,Flying Lotus,4
Human Behaviour,Debut Live,Björk,1
Unforgettable Season,In Ghost Colours,Cut Copy,1
So Haunted,In Ghost Colours,Cut Copy,2
Too Much Love,LCD Soundsystem,LCD Soundsystem,4
Angel Echoes,There Is Love In You,Four Tet,2
She's Good For Business,The Looks,MSTRKRFT,8
Playboy,Moshi Moshi: The First 10 Years,Hot Chip,1
Choppers,LP,Holy Fuck,6
People Eating Fruit,Start Breaking My Heart,Caribou (formerly Dan Snaith's Manitoba),1
Kut-Off,Skream!,Skream,12
Savage Circle,You've Gotta Get Out Of It,The Ruts,3
My Girl Is Calling Me a Liar,Fancy Footwork,Chromeo,1
Incentive (Bonus Track),Design Your Universe,Epica,8
Burnin' / Too Long,Alive 2007,Daft Punk,2
Bontempi Latin,Holy Fuck,Holy Fuck,1
Rock'n Roll,Homework,Daft Punk,2
Nightvision,Discovery,Daft Punk,1
Comet Course,Los Angeles,Flying Lotus,2
Black Mud,Brothers,The Black Keys,1
Gangster Tripping,Summer Sessions,Fatboy Slim,2
Marshall Examines His Carcass,Identification Parade,Octopus Project,11
Sound Of Silver (c2 rmx rev.3),Someone Great,LCD Soundsystem,1
We Never Change,Parachutes,Coldplay,2
Execution Day,Mass Romantic,The New Pornographers,1
Slush,One Life Stand,Hot Chip,1
Waters Of Nazareth (album version),Justice,Justice,10
Life In Technicolor ii,Viva La Vida - Prospekt's March Edition,Coldplay,2
Tenderoni (Radio edit),Tenderoni,Chromeo,1
Alkime,Steady Groovin',Soulive,13
A Dream,Bright Like Neon Love,Cut Copy,5
Yes_ I Don't Want This,Hands On Idealism,Digitalism,6
Na Na Na,Silent Shout,The Knife,2
Around The World (Radio Edit),Musique Vol 1,Daft Punk,1
Doperide,Every Six Seconds,Saliva,3
Leila Came Around And We Watched A Video,Pause,Four Tet,1
Smile To Shine,Supercharged,Down To The Bone featuring Hil St. Soul,2
Lies,Attack & Release,The Black Keys,1
Glass Of Water,Viva La Vida - Prospekt's March Edition,Coldplay,1
A Whisper,A Rush Of Blood To The Head,Coldplay,1
Daft Punk Is Playing At My House,Daft Punk Is Playing At My House,LCD Soundsystem,3
Easy Love,The Looks,MSTRKRFT,5
One One One,Coming On Strong,Hot Chip,1
Momma's Boy,Fancy Footwork,Chromeo,1
Exit Counselor,One Ten Hundred Thousand Million,Octopus Project,2
Got My Whiskey,Woman In Need,Mel Waiters,1
Things Ain't Like They Used To Be,Attack & Release,The Black Keys,1
Evil Thing,Scream,Melody Club,8
All Of The Champs That Ever Lived,One Ten Hundred Thousand Million,Octopus Project,4
Hypnopaedia,Identification Parade,Octopus Project,11
Orbit Brazil,1983,Flying Lotus,6
Peaceful Valley,Jacksonville City Nights,Ryan Adams & The Cardinals,8
Barnowl,The Milk Of Human Kindness,Caribou (formerly Dan Snaith's Manitoba),1
The Battery,Oi Oi oi,Boys Noize,6
Sundialing,Andorra,Caribou,1
Sinister Kid,Brothers,The Black Keys,1
Newman,OK Cowboy,Vitalic,1
One Life Stand,One Life Stand,Hot Chip,1
The Predatory Wasp of the Palisades is out to get us,Illinois,Sufjan Stevens,1
Tonight,A Little Bit Longer,Jonas Brothers,1
Strobe (DJ Marky & S.P.Y. Remix),Strobe,Deadmau5,1
I Remember,Godskitchen Pure Trance Classics,Deadmau5 & Kaskade,1
Your Heart Turned Left (And I Was On The Right),Country Greats - George Jones,George Jones,1
Veridis Quo,Discovery,Daft Punk,1
Lua (Single Version),Lua,Bright Eyes,1
The Scientist,The Scientist,Coldplay,2
All You Ever Wanted,Attack & Release,The Black Keys,1
Superfresh,Oi Oi oi,Boys Noize,6
The Go Getter,Brothers,The Black Keys,1
Oh!,Oi Oi oi REMIXED,Boys Noize,7
Untitled #7,1983,Flying Lotus,1
Bubbles They Bounce,Ready For The Floor,Hot Chip,1
On Repeat,LCD Soundsystem,LCD Soundsystem,2
Korock,Holy Fuck,Holy Fuck,4
Everything Is Alright,Pause,Four Tet,2
GNG BNG,Los Angeles,Flying Lotus,2
Sæglópur,Takk...,Sigur Rós,18
Lower Your Eyelids To Die With The Sun,Before The Dawn Heals Us,M83,1
Simple,Clock EP,Simian Mobile Disco,12
Psychotic Girl,Attack & Release,The Black Keys,1
Brainfeeder,Los Angeles,Flying Lotus,1
The Pulse,Idealism,Digitalism,2
Let´s Buy Happiness,Oi Oi oi REMIXED,Boys Noize,3
Sparks,Parachutes,Coldplay,2
I'll Be Your Man,The Big Come Up,The Black Keys,1
Tonebank Computer,Holy Fuck,Holy Fuck,2
Time Stands Still,Bright Like Neon Love,Cut Copy,3
Musique,Musique Vol 1,Daft Punk,2
The Prime Time Of Your Life,Human After All,Daft Punk,2
Valentine,Justice,Justice,3
Silver Rider,The Great Destroyer,Low,1
Lost_ Picking Flowers In the Woods,Dandelion Gum,Black Moth Super Rainbow,1
Teach Me The Way,Say G&E!,The Grouch & Eligh,2
Paul's Birthday,Start Breaking My Heart,Caribou (formerly Dan Snaith's Manitoba),1
Webers,Start Breaking My Heart,Caribou (formerly Dan Snaith's Manitoba),1
Mon Kiss à Oxygéne,Electron Libre,Nâdiya,1
Moonlight,Idealism,Digitalism,1
Casio Bossa Nova,Holy Fuck,Holy Fuck,2
Tortured Soul,Skream!,Skream,5
you were there with me,Everything Ecstatic,Four Tet,1
Early 70's Gymnastics,Start A People,Black Moth Super Rainbow,1
Victor And Carolyn,Start Breaking My Heart,Caribou (formerly Dan Snaith's Manitoba),1
Like A Pen,Silent Shout,The Knife,1
Alley Cats,One Life Stand,Hot Chip,1
Warning Sign,A Rush Of Blood To The Head,Coldplay,2
Look After Me,The Warning,Hot Chip,2
The Maestro,Check Your Head,Beastie Boys,5
Lucky,Latin,Holy Fuck,4
Bad Actors,1983,Flying Lotus,2
Repair Machines,OK Cowboy,Vitalic,1
The Lengths,Rubber Factory,The Black Keys,1
A Song For You (LP Version),A Donny Hathaway Collection,Donny Hathaway,1
In My Place,A Rush Of Blood To The Head,Coldplay,2
Superheroes / Human After All / Rock'n Roll,Alive 2007,Daft Punk,1
Hustler,Attack Decay Sustain Release,Simian Mobile Disco,6
Playground Love,Playground Love,Air,1
Jaded,The Beatless Collection Vol. 1,Deadmau5,1
Unknown Brother,Brothers,The Black Keys,1
Call Me Up,Fancy Footwork,Chromeo,1
Sé Lest,Takk...,Sigur Rós,28
The Goldrush,Life In Technicolor ii,Coldplay,2
Thriller,The Essential Michael Jackson,Michael Jackson,3
Experiment,Cole Porter In London (Volume 1),Cole Porter,1
Baby said,Moshi Moshi: The First 10 Years,Hot Chip,9
Get Innocuous!,Sound Of Silver,LCD Soundsystem,5
Glue Of The World,Pause,Four Tet,3
Someone Great,Someone Great,LCD Soundsystem,2
Frenchys,LP,Holy Fuck,11
Phantom,Phantom,Justice,3
Colourful,Skins,Skream,5
Thrills,LCD Soundsystem,LCD Soundsystem,5
I Feel Better,One Life Stand,Hot Chip,1
Too Long,Discovery,Daft Punk,1
Clock,Clock EP,Simian Mobile Disco,3
Made In The Dark,Made In The Dark,Hot Chip,2
Niobe,Andorra,Caribou,1
Gong,Takk...,Sigur Rós,17
Marble House,Marble House,The Knife,2
Got To Choose,Favorites,Kiss,1
Church,Epiphany,T-Pain featuring Teddy Verseti,1
Rollin' & Scratchin',Musique Vol 1,Daft Punk,2
sun drums and soil,Everything Ecstatic,Four Tet,1
Shes Long Gone,Brothers,The Black Keys,1
Riot,Los Angeles,Flying Lotus,1
Strobe (Club Edit),Strobe,Deadmau5,1
Clampdown,The End Has No End,The Strokes,1
Camel,Los Angeles,Flying Lotus,2
Jupiter Room (Martian Assault Mix),The Twelve Inches EP,Digitalism,4
Great Release,LCD Soundsystem,LCD Soundsystem,10
Violet Hill,Brit Awards 2009,Coldplay,2
Lost!,Viva La Vida Or Death And All His Friends,Coldplay,2
Because We Can,Moulin Rouge,Fatboy Slim,2
Anything New,Idealism,Digitalism,2
You're The One,Magic Potion,The Black Keys,1
Hotdog,Attack Decay Sustain Release,Simian Mobile Disco,6
1983,1983,Flying Lotus,2
Smile (Explicit Version),Alright_ Still,Lily Allen,1
DVNO,Justice,Justice,7
In Person,Doll Domination 3.0,The Pussycat Dolls,1
Music Is Happiness,One Ten Hundred Thousand Million,Octopus Project,4
Don't Shake It Off,C.Y.S.L.A.B.F.,Mika Miko,1
Saturdays,Bright Like Neon Love,Cut Copy,1
Silva & Grimes,Latin,Holy Fuck,4
Milkshake,LP,Holy Fuck,5
Royal Gregory,LP,Holy Fuck,2
Recycled Air (Album),Give Up,Postal Service,1
Out At The Pictures,Made In The Dark,Hot Chip,3
sleep_ eat food_ have visions,Everything Ecstatic,Four Tet,2
Digitalism In Cairo (Digitalism's Extended Mix),Idealistic,Digitalism,4
Quiet,Young Mountain,This Will Destroy You,13
& Down,Oi Oi oi REMIXED,Boys Noize,1
Susie Q,Creedence Gold,Creedence Clearwater Revival,2
I Believe In Your Victory,Young Mountain,This Will Destroy You,12
Yellow,Yellow,Coldplay,2
Technologic (Peaches No Logic Remix),Technologic,Daft Punk,3
and then patterns,Everything Ecstatic,Four Tet,1
Every Lasting Light,Brothers,The Black Keys,1
Lava Lava,Lava Lava,Boys Noize,3
Kaaos ei karkaa,Haloo Helsinki!,Haloo Helsinki!,1
Parisian Goldfish,Los Angeles,Flying Lotus,3
I Want I Want,Idealism,Digitalism,2
Porno Disaster,Identification Parade,Octopus Project,9
Ultimo Baile,La incomparable,Cecilia,11
Beach Party,Coming On Strong,Hot Chip,2
Losing My Edge,LCD Soundsystem,LCD Soundsystem,3
Stilettos,Latin,Holy Fuck,2
Responsible Stu,One Ten Hundred Thousand Million,Octopus Project,5
Wild Seasons,Earth EP,Trademark,1
Cemeteries Of London,Viva La Vida Or Death And All His Friends,Coldplay,2
Something About Us,Discovery,Daft Punk,1
Going Nowhere,Bright Like Neon Love,Cut Copy,1
Meteor,Ray Guns Are Not Just The Future,the bird and the bee,1
ný Batterý,NY Batteri,Sigur Ros,18
Strange Times,Strange Times,The Black Keys,1
Summertime,The Sunny Side Of Life,DJ Jazzy Jeff & The Fresh Prince,1
X & Y,X & Y,Coldplay,2
Movement,LCD Soundsystem,LCD Soundsystem,2
Breathe . Something/Stellar STar,Los Angeles,Flying Lotus,3
Hafsól,Hvarf - Heim,Sigur Rós,1
Jefferson Aeroplane [Demo],The Bird And The Bee Sides,Relient K,1
Que E Bom Ja Nasce Feito (1999 Digital Remaster),Raizes Do Samba,Elza Soares,1
Girl With a Problem,Snow in June,The Northern Pikes,1
A Rush Of Blood To The Head,Six Feet Under - Everything Ends,Coldplay,2
Golden Diva,Los Angeles,Flying Lotus,2
No Fit State,The Warning,Hot Chip,2
Stagger,Skream!,Skream,6
Harmony One,Pause,Four Tet,3
The Pulse,LP,Holy Fuck,5
Boys Will Be Boys,Boys Will Be Boys Hit Pac,The Ordinary Boys,4
Out There On The Ice,In Ghost Colours,Cut Copy,8
Agaetis Byrjun,Agaetis Byrjun,Sigur Ros,2
New York City Cops,Is This It,The Strokes,1
Is This It,Is This It,The Strokes,1
The Only One,Brothers,The Black Keys,1
Let There Be Lite (Album Version),A Cross The Universe,Justice,4
1983 (Daedelus's Odd-Dance Party Remix),1983,Flying Lotus,3
Arguru,Random Album Title ,Deadmau5,1
Amsterdam,A Rush Of Blood To The Head,Coldplay,1
Opening Up (Ce Soir On Danse),Fancy Footwork,Chromeo,4
Grass (2001 Digital Remaster),Skylarking,XTC,1
Twenty Three,Pause,Four Tet,2
Fancy Footwork,Fancy Footwork,Chromeo,5
Mammals Vs. Reptiles,Start Breaking My Heart,Caribou (formerly Dan Snaith's Manitoba),1
All I Need,Ministry of Sound Presents Chilled II 1991-2009,Air,1
Slan Le Maige,Heroes,Reel Feelings,1
P.I.G.S.,Latin,Holy Fuck,2
We Own The Sky (Edit),We Own The Sky,M83,1
You Only Live Twice (Live From Norway),Don't Panic,Coldplay,1
Deep Inside Of You (2006 Remastered LP Version),A Collection,Third Eye Blind,1
Happiness: We're All In It Together,Young Mountain,This Will Destroy You,12
Politik,A Rush Of Blood To The Head,Coldplay,2
Melody Day,Andorra,Caribou,1
Shiver,Parachutes,Coldplay,2
Moar Ghosts 'n' Stuff,Ghosts 'n' Stuff,Deadmau5,2
Six Feet Up,One Ten Hundred Thousand Million,Octopus Project,5
The American Scream,This Addiction,Alkaline Trio,1
The Gift,We Don't Need To Whisper,Angels and Airwaves,14
The Flame,Magic Potion,The Black Keys,1
Shine Shine,Oi Oi oi REMIXED,Boys Noize,6
Ten Cent Pistol,Brothers,The Black Keys,1
Let There Be Light (album version),Justice,Justice,6
Daylight,A Rush Of Blood To The Head,Coldplay,2
Jupiter Approach,Idealism,Digitalism,4
Voyager,Discovery,Daft Punk,1
ZDRLT (Rewind),Pogo (Remixes 2008 EP),Digitalism,2
What They Found,Identification Parade,Octopus Project,15
L'hiver : Allegro,Les 4 saisons,Antonio Vivaldi,1
Spies,Parachutes,Coldplay,2
Lots More Stairs,One Ten Hundred Thousand Million,Octopus Project,4
Black Door,Magic Potion,The Black Keys,1
Bad Luck,Coming On Strong,Hot Chip,3
Don't Panic,Don't Panic,Coldplay,2
Tone Bank Jungle,Holy Fuck,Holy Fuck,1
Holland,Greetings From Michigan_ The Great Lake State,Sufjan Stevens,1
Speed Of Sound,Speed Of Sound,Coldplay,2
Gears,Gears,Future Rock,1
Teen Angst,Sci-Fi Lo-Fi Vol. 3,M83,1
North American Scum,North American Scum,LCD Soundsystem,4
high fives,Everything Ecstatic,Four Tet,2
Passion,Pacha Classics,Gat Décor,2
You Only Live Once,You Only Live Once/Mercy Mercy Me,The Strokes,1
Killing Lies,First Impressions Of Earth,The Strokes,1
Cliquot,The Flying Club Cup,Beirut,1
Tighten Up,Tighten Up,The Black Keys,1
Malaria Codes,One Ten Hundred Thousand Million,Octopus Project,3
Lava Lava,Oi Oi oi,Boys Noize,5
I GOT THIS DOWN,SAMPLE AND HOLD: Attack Decay Sustain Release REMIXED,Simian Mobile Disco,4
The Way Things Go,Identification Parade,Octopus Project,19
Visions,In Ghost Colours,Cut Copy,4
Home Zone,Idealism,Digitalism,2
Unravel,Vespertine Live,Björk,1
Give It Up (feat. Pharrell Williams) (Amended Album Version),Give It Up,Twista featuring Pharrell Williams,1
Crece La Voz,Ingravitto,Macaco,1
Bruise,One Ten Hundred Thousand Million,Octopus Project,8
Testament (feat. Gonja Sufi),Los Angeles,Flying Lotus,1
Fia N Pjotr,Feiertagsgeschichten,Konrad Beikircher,2
Bendable Poseable,Made In The Dark,Hot Chip,1
Television Rules The Nation,Human After All,Daft Punk,2
Howlin For You,Brothers,The Black Keys,1
The Beat Is Rockin (Original Mix),This Beat Is Rockin,Ericke,5
Im Not The One,Brothers,The Black Keys,1
Hello,1983,Flying Lotus,4
Faxing Berlin,Random Album Title ,Deadmau5,2
Not Hot To Trot,(The Rebel Sounds of) Frisco Disco #1: Vanishing / Von Iva,Von Iva,2
There Are Some Remedies Worse Than The Disease,Young Mountain,This Will Destroy You,11
Lead Paint,The Early Years,Acid King,1
Human After All,Human After All (Medley),Daft Punk,3
Fix You,X & Y,Coldplay,2
Hearts On Fire,Hearts On Fire,Cut Copy,6
Strangers In The Wind,In Ghost Colours,Cut Copy,8
Hand Clap,Night Ripper,Girl Talk,1
One Pure Thought,Made In The Dark,Hot Chip,1
Rage!,She's in Control,Chromeo,3
Street Justice,The Looks,MSTRKRFT,7
Work On You,Work On You,MSTRKRFT,6
She Just Likes To Fight,There Is Love In You,Four Tet,1
From Off To On,Silent Shout,The Knife,2
Burnin' (Ian Pooley cut up mix),Burnin',Daft Punk,3
Unspoken,Rounds,Four Tet,2
Never Let You Go,Blue,Third Eye Blind,1
Black Clouds,Born on the Wrong Planet,The String Cheese Incident,1
Affair On 8th Avenue,United Artists Collection_ The,Gordon Lightfoot,1
Safari,LP,Holy Fuck,2
Nightly Journey,Nightly Journey,Dim Pees,8
Too Long (Gonzales Version),Daft Club,Daft Punk,1
Sigur 3 (Untitled),( ),Sigur Ros,7
Revolution 909,Homework,Daft Punk,1
All My Friends,All My Friends,LCD Soundsystem,3
Aerodynamite,Daft Club,Daft Punk,3
Shifty,1983,Flying Lotus,2
We Are Your Friends (Reprise) (Album Version),A Cross The Universe,Justice,1
Salka,Hvarf - Heim,Sigur Rós,1
SHT MTN,Latin,Holy Fuck,2
Keep Fallin,Coming On Strong,Hot Chip,2
Lovely Allen,LP,Holy Fuck,2
Strange Desire,Magic Potion,The Black Keys,1
Odessa,Odessa,Caribou,1
Strobe (Plump DJs Remix),Strobe,Deadmau5,1
Untangle,Pause,Four Tet,1
Crayon,Up In Flames,Caribou (formerly Dan Snaith's Manitoba),1
Olsen Olsen,Agaetis Byrjun,Sigur Ros,16
It's Christmas So We'll Stop (Choir Version),It's Christmas So We'll Stop,The Pretend It's December Choir,1
Bonafied Lovin (Radio Edit),Bonafied Lovin,Chromeo,5
Car Wash,Party Triple Set,Rose Royce,1
Don´t Believe The Hype,Oi Oi oi,Boys Noize,5
Vegas Collie (feat. A sample from Natvralisms Nanoloop),Reset EP,Flying Lotus,4
Television Rules The Nation / Crescendolls,Alive 2007,Daft Punk,3
The Warning,The Warning,Hot Chip,1
All The Kings Horns,Songs For Christmas,Sufjan Stevens,1
Never As Tired As When I'm Waking Up,LCD Soundsystem,LCD Soundsystem,2
You Could Ruin My Day,Pause,Four Tet,1
Trouble,Trouble (B-Side),Coldplay,2
Swing_ Swing,The All-American Rejects,The All-American Rejects,1
The Adjustor,One Ten Hundred Thousand Million,Octopus Project,5
My Angel Rocks Back And Forth,Rounds,Four Tet,2
Short Circuit,Discovery,Daft Punk,3
The Joker,The Joker,Fatboy Slim,2
Plastic People,There Is Love In You,Four Tet,2
I'll Try Anything Once,Heart In A Cage,The Strokes,1
Alive,Musique Vol 1,Daft Punk,2
Lucky And Unhappy,10 000 Hz Legend,Air,1
Forest Families,Silent Shout,The Knife,2
42,Viva La Vida Or Death And All His Friends,Coldplay,1
Golden Mummy Golden Bird,Desperate Living,Horse The Band,6
Disco Infiltrator (FK's Infiltrated Vocal),Introns,LCD Soundsystem,9
I Feel For You,I Feel For U,Stefan Schrom,6
For You,Shiver,Coldplay,2
Strobe (Radio Edit),Strobe,Deadmau5,1
Aerodynamic (Slum Village Remix),Daft Club,Daft Punk,2
Watch The Tapes,Sound Of Silver,LCD Soundsystem,2
Viorar Vel Til Loftarasa,Svefn-G-Englar,Sigur Ros,16
Sunset (Bird Of Prey),Halfway Between The Gutter And The Stars,Fatboy Slim,1
