song_name,song_release,song_artist,listen_time
The Desperate Man,Rubber Factory,The Black Keys,1
Nantes,The Flying Club Cup,Beirut,1
Hard Sun,Music For The Motion Picture Into The Wild,Eddie Vedder,1
Cliquot,The Flying Club Cup,Beirut,1
Sometimes,Loveless,My Bloody Valentine,1
Mount Wroclai (Idle Days),The Gulag Orkestar,Beirut,1
Introductions,Deadly Lullabyes,King Diamond,6
The Sky Is Falling (Album Version),Owsley,Owsley,3
My Wife,March of the Zapotec and Realpeople Holland,Beirut,1
Alphabet Town,Elliott Smith,Elliott Smith,2
Anthems For a Seventeen Year-Old Girl,You Forgot It In People,Broken Social Scene,1
Rearviewmirror,rearviewmirror (greatest hits 1991-2003),Pearl Jam,1
Long Snake Moan,To Bring You My Love,PJ Harvey,1
Il Rock And Roll,Gattini,Elio E Le Storie Tese,1
Southern Belle,Elliott Smith,Elliott Smith,2
Remember When (Side A),Attack & Release,The Black Keys,2
Hotel,Broken Social Scene,Broken Social Scene,1
Hot: Sizzlin'_ Scorchin'_ Torchin'_ Blazin',Main Source (Instrumentals),Large Professor,1
Just Got To Be,Magic Potion,The Black Keys,1
Save The Last Breath,Captured Athems For An Empty Bathtub,K.C. Accidental,1
Punch And Judy,Either Or,Elliott Smith,1
Guaranteed,Music For The Motion Picture Into The Wild,Eddie Vedder,3
Harmour Love,True Motown / Spectrum 3 CD Set,Syreeta,1
Is This Desire?,Is This Desire?,PJ Harvey,1
All To All,Forced To Love,Broken Social Scene,1
Frizz (LP Version),Play,Mike Stern,2
Minus 3,Tender Buttons,Broadcast,1
Waltz #2 (XO),XO,Elliott Smith,1
Ibi Dreams Of Pavement (A Better Day),Broken Social Scene,Broken Social Scene,1
To Bring You My Love,To Bring You My Love,PJ Harvey,1
Angelene,Is This Desire?,PJ Harvey,1
Everywhere I Go,Thickfreakness,The Black Keys,1
Black Cat,Tender Buttons,Broadcast,1
Eddie Vedder,As Good As Dead,Local H,2
